znamka,model,generacija,verzija,višina,širina,dolžina,teža

Lancia,Fulvia,,Coupe 1.3 Rallye,129.5,156.2,397.5,925

Lancia,Fulvia,,Coupe 1.3S Rallye,129.5,156.2,397.5,

Lancia,Fulvia,,Coupe Concept,133.4,166.5,392.5,1000

Lancia,Fulvia,,Coupe S2,132,155.5,397.5,970

Lancia,Fulvia,,Coupe S3,130.2,155.6,397.5,971

Lancia,Fulvia,,Coupe,129.5,156.2,397.5,925

Lancia,Fulvia,,Zagato,120,157,408.9,960

Seat,Fura,,Seat Fura,137,153.6,371.1,730

Seat,Fura,,Crono,137,153.6,371.1,760

Seat,Fura,,GL,137,153.6,371.1,730

Ford,Fusion,,1.25i,153.4,172.1,402.0,1144

Ford,Fusion,,1.4 TDCi,153.4,172.1,402.0,1187

Ford,Fusion,,1.4i,153.4,172.1,402.0,1145

Ford,Fusion,,1.6 TDCi 90,153.4,172.1,402.0,1162

Ford,Fusion,,1.6i,153.4,172.1,402.0,1080

Ford,Fusion,,Ambiente 1.4 80HP,,,,1156

Ford,Fusion,,Ambiente 1.4 TDCi 68HP,,,,1157

Ford,Fusion,,Flex 1.4 80HP Aut.,,,,1162

Ford,Fusion,,Flex 1.4 80HP,,,,1156

Ford,Fusion,,Flex 1.4 TDCi 68HP,,,,1157

Ford,Fusion,,Flex 1.6 TDCi 90HP,,,,1165

Infiniti,FX II,,FX30d GT Premium,,,,

Infiniti,FX II,,FX30d GT,,,,

Infiniti,FX II,,FX30d S Premium,,,,

Infiniti,FX II,,FX30d S,,,,

Infiniti,FX II,,FX37 GT Premium,,,,2087

Infiniti,FX II,,FX37 GT,,,,2087

Infiniti,FX II,,FX37 S Premium,,,,2087

Infiniti,FX II,,FX37 S,,,,2087

Infiniti,FX II,,FX50 S Premium,,,,2195

Mercedes Benz,G-Class,G Class (W463 2012),350 BlueTEC Long Black Edition,195.1,176.0,466.2,2570

Mercedes Benz,G-Class,G Class (W463 2012),350 BlueTEC Long,195.1,176.0,466.2,2570

Mercedes Benz,G-Class,W464 Class G,350 d,196.9,193.1,466.9,2351

Mercedes Benz,G-Class,W464 Class G,400 d,196.9,193.1,466.9,2389

Mercedes Benz,G-Class,G Class (W463 2012),500 Cabrio,195.1,176.0,425.7,2380

Mercedes Benz,G-Class,G Class (W463 2012),500 Long Black Edition,195.1,176.0,466.2,2530

Mercedes Benz,G-Class,G Class (W463 2012),500 Long,195.1,176.0,466.2,2530

Mercedes Benz,G-Class,W464 Class G,500,196.9,193.1,466.9,2329

Mercedes Benz,G-Class,G Class (W463 2012),63 AMG Long,193.8,185.5,476.3,2550

Mercedes Benz,G-Class,W464 Class G,63 AMG,196.9,193.1,487.3,2460

Mercedes Benz,G-Class,G Class (W463 2012),65 AMG Long,193.8,185.5,476.3,2580

Infiniti,G IV,,G37 Aut.,,,,1794

Infiniti,G IV,,G37 GT Aut.,,,,1794

Infiniti,G IV,,G37 GT Premium Aut.,,,,1794

Infiniti,G IV,,G37 GT Premium,,,,1784

Infiniti,G IV,,G37 GT,,,,1784

Infiniti,G IV,,G37 S Aut.,,,,1794

Infiniti,G IV,,G37 S Premium Aut.,,,,1794

Infiniti,G IV,,G37 S Premium,,,,1784

Infiniti,G IV,,G37 S,,,,1784

Infiniti,G IV,,G37,,,,1784

Infiniti,G IV,,G37x Aut.,,,,1876

Infiniti,G IV,,G37x GT Aut.,,,,1876

Infiniti,G IV,,G37x GT Premium Aut.,,,,1876

BMW,X6,G06 X6,M Competition,169.2,201.9,494.1,2270

BMW,X6,G06 X6,M,169.2,201.9,494.1,2270

BMW,X6,G06 X6,M50d,169.6,200.4,493.5,2235

BMW,X6,G06 X6,M50i,169.6,200.4,493.5,2210

BMW,X6,G06 X6,xDrive30d,169.6,200.4,493.5,2160

BMW,X6,G06 X6,xDrive40d,169.6,200.4,493.5,2190

BMW,X6,G06 X6,xDrive40i,169.6,200.4,493.5,2070

BMW,8 series,G14 8 Series Cabrio,840d xDrive,133.9,190.2,484.3,1930

BMW,8 series,G14 8 Series Cabrio,840i xDrive,133.9,190.2,484.3,1890

BMW,8 series,G14 8 Series Cabrio,840i,133.9,190.2,484.3,1815

BMW,8 series,G14 8 Series Cabrio,M8 Competition,135.3,190.7,486.7,1985

BMW,8 series,G14 8 Series Cabrio,M8,135.3,190.7,486.7,1985

BMW,8 series,G14 8 Series Cabrio,M850i xDrive,134.5,190.2,485.1,1990

BMW,Z4,G29 Z4 Roadster,M40i,130.4,186.4,432.4,1390

BMW,Z4,G29 Z4 Roadster,sDrive20i,130.4,186.4,432.4,1380

BMW,Z4,G29 Z4 Roadster,sDrive30i,130.4,186.4,432.4,1390

Infiniti,G (V35),G35 Coupe,3.5 Auto,139.2,181.6,462.8,1549

Infiniti,G (V35),G35 Coupe,3.5,139.2,181.6,462.8,1558

Infiniti,G (V35),G35 Sedan,3.5 Auto,146.6,175.3,473.7,1573

Infiniti,G (V35),G35 Sedan,3.5,146.6,175.3,473.7,1593

Infiniti,G37 Cabrio,,GT Aut.,,,,1898

Infiniti,G37 Cabrio,,GT Premium Aut.,,,,1898

Infiniti,G37 Cabrio,,GT Premium,,,,1888

Infiniti,G37 Cabrio,,GT,,,,1888

Genesis,G70 (HS),,2.0T AWD,140.0,184.9,468.6,1665

Genesis,G70 (HS),,2.0T,140.0,184.9,468.6,1595

Genesis,G70 (HS),,3.3T AWD,140.0,184.9,468.6,1775

Genesis,G70 (HS),,3.3T,140.0,184.9,468.6,1705

Genesis,G80,G80 2021,2.5T AWD,146.6,192.5,499.6,1865

Genesis,G80,G80 2021,2.5T,146.6,192.5,499.6,1795

Genesis,G80,G80 2017,3.3T HTRAC AWD,148.0,189.0,499.0,2120

Genesis,G80,G80 2017,3.3T,148.0,189.0,499.0,2050

Genesis,G80,G80 2021,3.5T AWD,146.6,192.5,499.6,1970

Genesis,G80,G80 2021,3.5T,146.6,192.5,499.6,1900

Genesis,G80,G80 2017,3.8 HTRAC AWD,148.0,189.0,499.0,1973

Genesis,G80,G80 2017,3.8,148.0,189.0,499.0,1903

Genesis,G80,G80 2017,5.0 HTRAC AWD,148.0,189.0,499.0,2139

Genesis,G80,G80 2017,5.0,148.0,189.0,499.0,2067

Genesis,G90,G90 2020,3.3T AWD,149.5,191.5,520.5,2170

Genesis,G90,G90 2020,3.3T,149.5,191.5,520.5,2100

Genesis,G90,G90 2020,5.0 AWD,149.5,191.5,520.5,2225

Genesis,G90,G90 2020,5.0,149.5,191.5,520.5,2155

Renault,Gabbiano,,Renault Gabbiano,128.5,164,390,

Toyota,Gaia,,2.0i 4WD,166.5,169.5,462,1500

Toyota,Gaia,,2.0i,164,169.5,462,1420

Toyota,Gaia,,2.2 Diesel,164,169.5,462,1480

Mitsubishi,Galant,Galant IV,1600 4sp,137.0,167.0,447.0,1060

Mitsubishi,Galant,Galant IV,1600,137.0,168.0,447.0,1065

Mitsubishi,Galant,Galant IV,2000 Turbo,137.0,168.0,447.0,1210

Mitsubishi,Galant,Galant IV,2000,137.0,168.0,447.0,1115

Mitsubishi,Galant,Galant IV,2300 Turbo D,137.0,168.0,447.0,1230

Mitsubishi,Galant,Galant V,1.6,138.0,170.0,456.0,1020

Mitsubishi,Galant,Galant V,1.8 TD,138.0,170.0,456.0,1140

Mitsubishi,Galant,Galant V,2.0 Turbo,138.0,170.0,456.0,1130

Mitsubishi,Galant,Galant V,2.0,140.0,170.0,456.0,1120

Mitsubishi,Galant,Galant VI,1.8 TD,142.0,170.0,454.0,1180

Mitsubishi,Galant,Galant VI,1.8,142.0,170.0,454.0,1080

Mitsubishi,Galant,Galant VI,1.8i,142.0,170.0,454.0,1100

Mitsubishi,Galant,Galant VI,2.0 GTi-16v 4WD/4WS,144.0,170.0,457.0,1340

Mitsubishi,Galant,Galant VI,2.0 GTi-16v,142.0,170.0,454.0,1185

Mitsubishi,Galant,Galant VI,2.0i 4WD,142.0,170.0,454.0,1290

Mitsubishi,Galant,Galant VI,2.0i,142.0,170.0,454.0,1164

Mitsubishi,Galant,Galant VII,1.8i,140.0,173.0,462.0,1145

Mitsubishi,Galant,Galant VII,2.0 GTi V6,140.0,173.0,462.0,1325

Mitsubishi,Galant,Galant VII,2.0 TD,140.0,173.0,462.0,1205

Mitsubishi,Galant,Galant VII,2.0i,140.0,173.0,462.0,1195

Mitsubishi,Galant,Galant VII,2.5 GTI-V6 Dynamic-4 5-door,140.0,173.0,462.0,1485

Mitsubishi,Galant,Galant VIII,2.0 TD,142.0,174.0,463.0,1275

Mitsubishi,Galant,Galant VIII,2.0i,142.0,174.0,463.0,1235

Mitsubishi,Galant,Galant VIII,2.4 GDI,142.0,174.0,463.0,1295

Mitsubishi,Galant,Galant VIII,2.5 V6,142.0,174.0,463.0,1265

Ford,Galaxy,Galaxy III,1.5 EcoBoost 160HP,174.7,191.6,484.8,1708

Ford,Galaxy,Galaxy II,1.8 TDCi,173.6,188.4,482.0,1807

Ford,Galaxy,Galaxy I,1.9 TDI 110,173.0,180.0,462.0,1620

Ford,Galaxy,Galaxy I,1.9 TDI 90,173.0,180.0,462.0,1638

Ford,Galaxy,Galaxy II,2.0 145HP,,,,1697

Ford,Galaxy,Galaxy II,2.0 16v,172.0,185.0,482.0,1597

Ford,Galaxy,Galaxy III,2.0 EcoBoost  240HP Auto,174.7,191.6,484.8,1733

Ford,Galaxy,Galaxy II,2.0 FFV 145HP,,,,1697

Ford,Galaxy,Galaxy III,2.0 TDCi 120HP,174.7,191.6,484.8,1752

Ford,Galaxy,Galaxy II,2.0 TDCi 140HP,,,,1733

Ford,Galaxy,Galaxy III,2.0 TDCi 150HP AWD,174.7,191.6,484.8,1813

Ford,Galaxy,Galaxy III,2.0 TDCi 150HP PowerShift,174.7,191.6,484.8,1760

Ford,Galaxy,Galaxy III,2.0 TDCi 150HP,174.7,191.6,484.8,1752

Ford,Galaxy,Galaxy II,2.0 TDCi 163HP,,,,1733

Ford,Galaxy,Galaxy III,2.0 TDCi 180HP AWD PowerShift,174.7,191.6,484.8,1841

Ford,Galaxy,Galaxy III,2.0 TDCi 180HP PowerShift,174.7,191.6,484.8,1760

Ford,Galaxy,Galaxy III,2.0 TDCi 180HP,174.7,191.6,484.8,1756

Ford,Galaxy,Galaxy III,2.0 TDCi Bi-turbo 210HP PowerShift,174.7,191.6,484.8,1779

Ford,Galaxy,Galaxy II,2.0 TDCi,173.6,188.4,482.0,1806

Ford,Galaxy,Galaxy I,2.0i,173.0,180.0,462.0,1579

Ford,Galaxy,Galaxy I,2.3i 16v,173.0,180.0,462.0,1624

Ford,Galaxy,Galaxy I,2.8i V6,173.0,180.0,462.0,1695

Ford,Galaxy,Galaxy II,Titanium 1.6 EcoBoost 160HP,,,,

Ford,Galaxy,Galaxy II,Titanium 2.0 Ecoboost 203HP Powershift,,,,1727

Ford,Galaxy,Galaxy II,Titanium 2.0 Ecoboost SCTi 203HP Powershift,,,,1727

Ford,Galaxy,Galaxy II,Titanium 2.0 TDCi 140HP Powershift,181.1,188.4,481.9,1731

Ford,Galaxy,Galaxy II,Titanium 2.0 TDCi 140HP,181.1,188.4,481.9,1733

Ford,Galaxy,Galaxy II,Titanium 2.0 TDCi 163HP Powershift,181.1,188.4,481.9,1731

Ford,Galaxy,Galaxy II,Titanium 2.0 TDCi 163HP,181.1,188.4,481.9,1733

Ford,Galaxy,Galaxy II,Titanium 2.2 TDCi 200HP,,,,1840

Ford,Galaxy,Galaxy II,Titanium X 2.0 TDCi 163HP Powershift,181.1,188.4,481.9,1731

Ford,Galaxy,Galaxy II,Titanium X 2.0 TDCi 163HP,181.1,188.4,481.9,1733

Ford,Galaxy,Galaxy II,Trend 1.6 EcoBoost 160HP,,,,

Ford,Galaxy,Galaxy II,Trend 2.0 TDCi 115HP,,,,1733

Ford,Galaxy,Galaxy II,Trend 2.0 TDCi 140HP Powershift,181.1,188.4,481.9,1731

Ford,Galaxy,Galaxy II,Trend 2.0 TDCi 140HP,181.1,188.4,481.9,1733

Ford,Galaxy,Galaxy II,Trend 2.0 TDCi 163HP Powershift,,,,1731

Ford,Galaxy,Galaxy II,Trend 2.0 TDCi 163HP,,,,1733

Lamborghini,Gallardo,,Lamborghini Gallardo,116.5,190.0,430.0,1430

Lamborghini,Gallardo,,LP550-2 Coupe e-gear,116.5,190.0,434.5,

Lamborghini,Gallardo,,LP550-2 Coupe,116.5,190.0,434.5,

Lamborghini,Gallardo,,LP550-2 Valentino Balboni e-gear,,,,1516

Lamborghini,Gallardo,,LP550-2 Valentino Balboni,,,,1516

Lamborghini,Gallardo,,LP560-4 Bicolore Coupe e-gear,116.5,190.0,434.5,1634

Lamborghini,Gallardo,,LP560-4 Coupe e-gear,116.5,190.0,434.5,1634

Lamborghini,Gallardo,,LP560-4 Coupe,116.5,190.0,434.5,1634

Lamborghini,Gallardo,,LP560-4 Spyder e-gear,,,,1679

Lamborghini,Gallardo,,LP560-4 Spyder,,,,1679

Lamborghini,Gallardo,,LP570-4 Spyder Performante e-gear,118.4,190.0,438.6,

Lamborghini,Gallardo,,LP570-4 Spyder Performante,118.4,190.0,438.6,

Lamborghini,Gallardo,,LP570-4 Superleggera e-gear,,,,

Lamborghini,Gallardo,,LP570-4 Superleggera,,,,

Lamborghini,Gallardo,,SE,116.5,190.0,430.0,1430

Lamborghini,Gallardo,,Spyder,116.0,190.0,430.0,1570

Lamborghini,Gallardo,,Superleggera,116.0,190.0,430.0,1330

Lancia,Gamma,Gamma,2500 i.e.,141.0,173.0,458.0,1340

Lancia,Gamma,Gamma,2500,141.0,173.0,458.0,1340

Lancia,Gamma,Gamma Coupe,2500 i.e.,133.0,173.0,448.0,1290

Hyundai,Genesis Coupe,,2.0T Sport,138.5,186.5,463.0,1570

Hyundai,Genesis Coupe,,3.8 V6 RS,138.5,186.5,463.0,1613

Chevrolet,Geo Storm,,1.6 GSi,129.8,169.4,416.3,1035

Chevrolet,Geo Storm,,1.6,129.8,169.4,415,

Chevrolet,Geo Storm,,1.8 GSi,129.8,169.4,416.5,1035

Hyundai,Getz,,1.1i,149.0,166.0,382.0,950

Hyundai,Getz,,1.3i,149.0,166.0,381.0,972

Hyundai,Getz,,1.4i,149.0,166.0,382.0,1000

Hyundai,Getz,,1.5 CRDi VGT,149.0,166.0,382.0,1087

Hyundai,Getz,,1.5 CRDi,149.0,166.0,381.0,1098

Hyundai,Getz,,1.6i,149.0,166.0,382.0,1002

Ferrari,GG50,,V12,134.7,195,481,

Maserati,Ghibli,Ghibli III,Maserati Ghibli III,146.1,194.5,497.1,1885

Maserati,Ghibli,Ghibli 2021,2.0 Hybrid,146.1,194.5,497.1,1878

Maserati,Ghibli,Ghibli II,2.0,131,177.5,422.3,1365

Maserati,Ghibli,Ghibli II,2.8,131,177.5,422.3,1365

Maserati,Ghibli,Ghibli 2019,3.0 V6 Diesel,146.1,194.5,497.1,1835

Maserati,Ghibli,Ghibli 2021,3.0 V6 S Q4,146.1,194.5,497.1,1935

Maserati,Ghibli,Ghibli 2019,3.0 V6 S,146.1,194.5,497.1,1850

Maserati,Ghibli,Ghibli 2021,3.0 V6,146.1,194.5,497.1,1850

Maserati,Ghibli,Ghibli 2021,3.8 V8 Trofeo,146.1,194.5,497.1,1960

Maserati,Ghibli,Ghibli II,Cup,127.2,178,421.5,1270

Maserati,Ghibli,Ghibli III,Diesel 250HP,146.1,194.5,497.1,1950

Maserati,Ghibli,Ghibli III,Diesel 275HP,146.1,194.5,497.1,1950

Maserati,Ghibli,Ghibli III,Diesel,146.1,194.5,497.1,1910

Maserati,Ghibli,Ghibli III,S Q4,146.1,194.5,497.1,1945

Maserati,Ghibli,Ghibli III,S,146.1,194.5,497.1,1885

Rolls Royce,Ghost,,Rolls Royce Ghost,,,,2435

Rolls Royce,Ghost,,Extended Wheelbase,155.0,194.8,556.9,2495

Rolls Royce,Ghost 2021,,Ghost EWB,157.1,198.0,571.6,2530

Rolls Royce,Ghost 2021,,Ghost,157.1,198.0,554.6,2490

Rolls Royce,Ghost Series II,,EWB,155.0,194.8,556.9,2495

Rolls Royce,Ghost Series II,,SWB,155.0,194.8,539.9,2435

Rolls Royce,Ghost Series II,,V-Specification Extended Wheelbase,155.0,194.8,556.9,2495

Rolls Royce,Ghost Series II,,V-Specification,155.0,194.8,539.9,2435

Alfa Romeo,Giulietta,Giulietta Berlina,Alfa Romeo Giulietta Berlina,148.5,155,399,876

Alfa Romeo,Giulietta,Giulietta Berlina,TI,142.2,156.2,398.8,914

Alfa Romeo,Giulietta,Giulietta II,1.4 GLP Turbo 120HP Distinctive,146.5,179.8,435.1,1392

Alfa Romeo,Giulietta,Giulietta II,1.4 TB 105HP Progression,146.5,179.8,435.1,1355

Alfa Romeo,Giulietta,Giulietta II,1.4 TB 105HP S&S Super,146.5,179.8,435.1,1355

Alfa Romeo,Giulietta,Giulietta II,1.4 TB 120HP Distinctive,146.5,179.8,435.1,1355

Alfa Romeo,Giulietta,Giulietta II,1.4 TB 120HP Progression,146.5,179.8,435.1,1355

Alfa Romeo,Giulietta,Giulietta II,1.4 TB MultiAir 150HP S&S Sprint,146.5,179.8,435.1,1365

Alfa Romeo,Giulietta,Giulietta II,1.4 TB MultiAir 170HP Distinctive TCT,146.5,179.8,435.1,1380

Alfa Romeo,Giulietta,Giulietta II,1.4 TB MultiAir 170HP Distinctive,146.5,179.8,435.1,1365

Alfa Romeo,Giulietta,Giulietta II,1.4 TB MultiAir 170HP S&S Sprint TCT,146.5,179.8,435.1,1380

Alfa Romeo,Giulietta,Giulietta II,1.4 Turbo 120,146.5,179.8,435.1,1265

Alfa Romeo,Giulietta,Giulietta II,1.4 Turbo Benzina 120HP Distinctive,,,,1355

Alfa Romeo,Giulietta,Giulietta II,1.4 Turbo Benzina 120HP Progression,,,,1355

Alfa Romeo,Giulietta,Giulietta II,1.4 Turbo MultiAir 170HP Distinctive,,,,1365

Alfa Romeo,Giulietta,Giulietta II,1.6 JTDm 105HP Distinctive,146.5,179.8,435.1,1385

Alfa Romeo,Giulietta,Giulietta II,1.6 JTDm 105HP Progression,146.5,179.8,435.1,1385

Alfa Romeo,Giulietta,Giulietta II,1.6 JTDm 105HP S&S Sprint,146.5,179.8,435.1,1385

Alfa Romeo,Giulietta,Giulietta II,1.6 JTDm 105HP S&S Super,146.5,179.8,435.1,1385

Alfa Romeo,Giulietta,Giulietta II,1.6 JTDm 105HP Veloce,146.5,179.8,435.1,1385

Alfa Romeo,Giulietta,Giulietta II,1.6 JTDm 120,146.5,179.8,435.1,1285

Alfa Romeo,Giulietta,Giulietta II,1.6 JTDm-2 105HP Distinctive,,,,1385

Alfa Romeo,Giulietta,Giulietta II,1.6 JTDm-2 105HP Progression,,,,1385

Alfa Romeo,Giulietta,Giulietta II,1.6 JTDm-2 105HP Super Limited Edition,146.5,179.8,435.1,1385

Alfa Romeo,Giulietta,Giulietta II,1.7 TBi 235HP Quadrifoglio Verde,146.5,179.8,435.1,1395

Alfa Romeo,Giulietta,Giulietta II,1.7 TBi 240HP TCT Quadrifoglio Verde Launch Edition,146.5,179.8,435.1,1395

Alfa Romeo,Giulietta,Giulietta II,1.7 TBi 240HP TCT Quadrifoglio Verde,146.5,179.8,435.1,1395

Alfa Romeo,Giulietta,Giulietta II,1.750 TBi 235HP Quadrifoglio Verde,,,,1395

Alfa Romeo,Giulietta,Giulietta II,2.0 JTDm 140HP Distinctive,146.5,179.8,435.1,1395

Alfa Romeo,Giulietta,Giulietta II,2.0 JTDm 140HP Veloce,146.5,179.8,435.1,1395

Alfa Romeo,Giulietta,Giulietta II,2.0 JTDm 150HP S&S Sprint,146.5,179.8,435.1,1395

Alfa Romeo,Giulietta,Giulietta II,2.0 JTDm 170HP Distinctive TCT,146.5,179.8,435.1,1410

Alfa Romeo,Giulietta,Giulietta II,2.0 JTDm 170HP Distinctive,146.5,179.8,435.1,1395

Alfa Romeo,Giulietta,Giulietta II,2.0 JTDm 175HP S&S Distinctive TCT,146.5,179.8,435.1,1410

Alfa Romeo,Giulietta,Giulietta II,2.0 JTDm 175HP S&S Sprint TCT,146.5,179.8,435.1,1410

Alfa Romeo,Giulietta,Giulietta II,2.0 JTDm-2 170HP Distinctive,,,,1395

Alfa Romeo,Giulietta,Giulietta II,2.0 JTDm-2 170HP Progression,,,,1395

Mercedes Benz,GL-Class,GL Class (X164),320 CDI,184.0,193.0,508.8,2450

Mercedes Benz,GL-Class,GL Class (X166),350 BlueTEC 4MATIC,185.0,199.8,514.6,2455

Mercedes Benz,GL-Class,GL Class (X164),350 BlueTEC,184.0,193.0,508.8,2490

Mercedes Benz,GL-Class,GL Class (X164),350 CDI BlueEFFICIENCY,184.0,193.0,508.8,2505

Mercedes Benz,GL-Class,GL Class (X164),420 CDI,184.0,193.0,508.8,2550

Mercedes Benz,GL-Class,GL Class (X164),450 CDI,184.0,193.0,508.8,2550

Mercedes Benz,GL-Class,GL Class (X164),450,184.0,193.0,508.8,2430

Mercedes Benz,GL-Class,GL Class (X166),500 4MATIC BlueEFFICIENCY,185.0,199.8,514.6,2445

Mercedes Benz,GL-Class,GL Class (X164),500,184.0,193.0,508.8,2445

Mercedes Benz,GL-Class,GL Class (X166),63 AMG,185.0,199.8,514.6,2580

Mercedes Benz,GLA,X156 GLA,180 7G-DCT,149.4,180.4,441.7,1435

Mercedes Benz,GLA,H247 GLA,180 d,161.1,183.4,441.0,1615

Mercedes Benz,GLA,X156 GLA,180,149.4,180.4,441.7,1395

Mercedes Benz,GLA,H247 GLA,200 4MATIC,161.1,183.4,441.0,1455

Mercedes Benz,GLA,X156 GLA,200 7G-DCT,149.4,180.4,441.7,1435

Mercedes Benz,GLA,X156 GLA,200 AMG,149.4,180.4,441.7,

Mercedes Benz,GLA,X156 GLA,200 CDI 7G-DCT,149.4,180.4,441.7,1535

Mercedes Benz,GLA,X156 GLA,200 CDI,149.4,180.4,441.7,

Mercedes Benz,GLA,H247 GLA,200 d 4MATIC,161.1,183.4,441.0,1670

Mercedes Benz,GLA,X156 GLA,200 d 7G-DCT,149.4,180.4,441.7,1535

Mercedes Benz,GLA,X156 GLA,200 d,149.4,180.4,441.7,1505

Mercedes Benz,GLA,X156 GLA,200,149.4,180.4,441.7,1395

Mercedes Benz,GLA,X156 GLA,220 CDI 4MATIC 7G-DCT,149.4,180.4,441.7,1595

Mercedes Benz,GLA,X156 GLA,220 CDI 7G-DCT,149.4,180.4,441.7,1535

Mercedes Benz,GLA,X156 GLA,220 d 4MATIC 7G-DCT,149.4,180.4,441.7,1595

Mercedes Benz,GLA,H247 GLA,220 d 4MATIC,161.1,183.4,441.0,1670

Mercedes Benz,GLA,X156 GLA,220 d 7G-DCT,149.4,180.4,441.7,1535

Mercedes Benz,GLA,H247 GLA,220 d,161.1,183.4,441.0,1615

Mercedes Benz,GLA,X156 GLA,250 4MATIC 7G-DCT,149.4,180.4,441.7,1505

Mercedes Benz,GLA,X156 GLA,250 4MATIC,149.4,180.4,441.7,1505

Mercedes Benz,GLA,X156 GLA,250 7G-DCT,149.4,180.4,441.7,1455

Mercedes Benz,GLA,H247 GLA,250 e,161.1,183.4,441.0,1675

Mercedes Benz,GLA,H247 GLA,250,161.1,183.4,441.0,1540

Mercedes Benz,GLA,H247 GLA,35 AMG 4MATIC,161.1,183.4,443.6,1557

Mercedes Benz,GLA,H247 GLA,45 AMG 4MATIC+,161.1,183.4,443.6,1645

Mercedes Benz,GLA,X156 GLA,45 AMG 4MATIC,147.9,180.4,444.5,1585

Mercedes Benz,GLA,H247 GLA,45 S AMG 4MATIC+,161.1,183.4,443.6,1665

Jeep,Gladiator JT,,3.0 EcoDiesel V6 Overland,185.7,187.5,553.9,2287

Jeep,Gladiator JT,,3.0 EcoDiesel V6 Rubicon,188.2,187.5,553.9,2428

Jeep,Gladiator JT,,3.0 EcoDiesel V6 Sport,185.7,187.5,553.9,2263

Jeep,Gladiator JT,,3.6 V6 6-speed  Mohave,189.3,187.5,553.9,2246

Jeep,Gladiator JT,,3.6 V6 6-speed  Overland,185.7,187.5,553.9,2141

Jeep,Gladiator JT,,3.6 V6 6-speed  Rubicon,188.2,187.5,553.9,2291

Jeep,Gladiator JT,,3.6 V6 6-speed  Sport,185.7,187.5,553.9,2109

Jeep,Gladiator JT,,3.6 V6 Max Tow Sport,185.7,187.5,553.9,2137

Jeep,Gladiator JT,,3.6 V6 Mohave,189.3,187.5,553.9,2256

Jeep,Gladiator JT,,3.6 V6 Overland,185.7,187.5,553.9,2137

Jeep,Gladiator JT,,3.6 V6 Rubicon,188.2,187.5,553.9,2301

Jeep,Gladiator JT,,3.6 V6 Sport,185.7,187.5,553.9,2119

Mercedes Benz,GLB (X247),,180 d 8G-DCT,165.8,183.4,463.4,1580

Mercedes Benz,GLB (X247),,180,165.8,183.4,463.4,1455

Mercedes Benz,GLB (X247),,200 7G-DCT,165.8,183.4,463.4,1455

Mercedes Benz,GLB (X247),,200 8G-DCT 4MATIC,165.8,183.4,463.4,1455

Mercedes Benz,GLB (X247),,200 d 4MATIC,165.8,183.4,463.4,1635

Mercedes Benz,GLB (X247),,200 d 8G-DCT,165.8,183.4,463.4,1580

Mercedes Benz,GLB (X247),,220 d 4MATIC 8G-DCT,165.8,183.4,463.4,1635

Mercedes Benz,GLB (X247),,250 4MATIC 8G-DCT,165.8,183.4,463.4,1570

Mercedes Benz,GLB (X247),,35 AMG 4MATIC,165.8,183.4,463.4,1655

Mercedes Benz,GLC,GLC (X253 2020),200 4MATIC,164.4,189.0,465.5,1700

Mercedes Benz,GLC,GLC (X253 2020),200 d 4MATIC,164.4,189.0,465.5,1735

Mercedes Benz,GLC,GLC (X253 2020),200 d,164.4,189.0,465.5,1690

Mercedes Benz,GLC,GLC (X253 2020),200,164.4,189.0,465.5,1660

Mercedes Benz,GLC,GLC (X253 2020),220 d 4MATIC,164.4,189.0,465.5,1735

Mercedes Benz,GLC,GLC (X253 2020),220 d,164.4,189.0,465.5,1690

Mercedes Benz,GLC,GLC (X253 2020),300 4MATIC,164.4,189.0,465.5,1705

Mercedes Benz,GLC,GLC (X253 2020),300 d 4MATIC,164.4,189.0,465.5,1745

Mercedes Benz,GLC,GLC (X253 2020),300 de 4MATIC,164.4,189.0,465.5,2025

Mercedes Benz,GLC,GLC (X253 2020),300 e 4MATIC,164.4,189.0,465.5,1930

Mercedes Benz,GLC,GLC (X253 2020),400 d 4MATIC,164.4,189.0,465.5,1810

Mercedes Benz,GLC,GLC (X253 2020),43 AMG 4MATIC,164.4,189.0,465.5,1770

Mercedes Benz,GLC,GLC (X253 2020),63 AMG 4MATIC+,164.4,189.0,465.5,1915

Mercedes Benz,GLC,GLC (X253 2020),63 S AMG 4MATIC+,164.4,189.0,465.5,1925

Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),200 4MATIC,160.0,189.0,473.1,1720

Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),200 d 4MATIC,160.0,189.0,473.1,1745

Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),200 d,160.0,189.0,473.1,1710

Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),200,160.0,189.0,473.1,1685

