znamka,model,generacija,verzija,višina,širina,dolžina,teža
Volkswagen,Caddy,Caddy 3,Trendline 5 seats 1.6 TDI 102HP Bluemotion Technology,182.2,179.4,440.6,1596

Volkswagen,Caddy,Caddy 3,Trendline 5 seats 1.6 TDI 102HP DSG,182.2,179.4,440.6,1606

Volkswagen,Caddy,Caddy 3,Trendline 5 seats 1.6 TDI 102HP,182.2,179.4,440.6,1588

Volkswagen,Caddy,Caddy 3,Trendline 5 seats 1.6 TDI 75HP Bluemotion Technology,182.2,179.4,440.6,1596

Volkswagen,Caddy,Caddy 3,Trendline 5 seats 1.6 TDI 75HP,182.2,179.4,440.6,1588

Volkswagen,Caddy,Caddy 3,Trendline 5 seats 2.0 Ecofuel 109CV,182.2,179.4,440.6,1682

Volkswagen,Caddy,Caddy 3,Trendline 5 seats 2.0 TDI 110 4MOTION,182.2,179.4,440.6,1691

Volkswagen,Caddy,Caddy 3,Trendline 5 seats 2.0 TDI 140HP,182.2,179.4,440.6,1600

Toyota,Caldina,,E,149.5,169.5,457,1200

Toyota,Caldina,,G 4WD Automatic,149.5,169.5,457,1360

Toyota,Caldina,,G 4WD,149.5,169.5,457,1340

Toyota,Caldina,,G Automatic,149.5,169.5,457,1280

Toyota,Caldina,,GT 4WD,149.5,169.5,457.5,1410

Toyota,Caldina,,GT-T Automatic,149.5,172,457.5,1470

Toyota,Caldina,,GT-T,149.5,172,457.5,1440

Dodge,Caliber,,1.8,153.5,180.0,441.5,1295

Dodge,Caliber,,2.0 CRD,153.5,180.0,441.5,1400

Dodge,Caliber,,2.0 CVT,153.5,180.0,441.5,1335

Vauxhall,Calibra,,2.0i 16v 4x4,132.0,169.0,449.0,1300

Vauxhall,Calibra,,2.0i 16v,132.0,169.0,449.0,1185

Vauxhall,Calibra,,2.0i 4x4,132.0,169.0,449.0,1270

Vauxhall,Calibra,,2.0i Turbo 4x4,132.0,169.0,449.0,1380

Vauxhall,Calibra,,2.0i,132.0,169.0,449.0,1220

Vauxhall,Calibra,,2.5i V6,132.0,169.0,449.0,1330

Ferrari,California,,4.3 V8,130.8,190.2,456.3,1735

Ferrari,California T F149M,,3.8 V8 Twin-Turbo 560HP,132.2,191.0,457.0,1625

Rolls Royce,Camargue,,Rolls Royce Camargue,147,192,517,2330

Chevrolet,Camaro,Camaro 6,2.0 i4,134.0,189.7,478.4,1539

Chevrolet,Camaro,Camaro 2nd-Gen,250 Rally Sport 3-speed Automatic,125.0,189.0,501.9,1555

Chevrolet,Camaro,Camaro 2nd-Gen,250 Turbo-Thrift 2-speed Automatic Powerglide,128.3,189.0,477.5,1455

Chevrolet,Camaro,Camaro 2nd-Gen,250 Turbo-Thrift 3-speed Manual,128.3,189.0,477.5,1455

Chevrolet,Camaro,Camaro 2nd-Gen,250 Turbo-Thrift Rally Sport 2-speed Automatic Powerglide,124.7,189.0,477.5,1459

Chevrolet,Camaro,Camaro 2nd-Gen,250 Turbo-Thrift Rally Sport 3-speed Manual,124.7,189.0,477.5,1460

Chevrolet,Camaro,Camaro 2nd-Gen,307 V8 Rally Sport Turbo-Fire 3-speed Automatic Hydra-matic,124.7,189.0,478.5,1530

Chevrolet,Camaro,Camaro 2nd-Gen,307 V8 Rally Sport Turbo-Fire 3-speed Manual,124.7,189.0,478.5,1510

Chevrolet,Camaro,Camaro 2nd-Gen,307 V8 Turbo-Fire 2-speed Automatic Powerglide,128.3,189.0,477.5,1495

Chevrolet,Camaro,Camaro 2nd-Gen,307 V8 Turbo-Fire 3-speed Automatic Hydra-matic,128.3,189.0,477.5,1510

Chevrolet,Camaro,Camaro 2nd-Gen,307 V8 Turbo-Fire 3-speed Manual,128.3,189.0,477.5,1495

Chevrolet,Camaro,Camaro 2nd-Gen,307 V8 Turbo-Fire Rally Sport 2-speed Automatic Powerglide,124.7,189.0,477.5,1515

Chevrolet,Camaro,Camaro 2nd-Gen,307 V8 Turbo-Fire Rally Sport 3-speed Automatic Hydra-matic,124.7,189.0,477.5,1524

Chevrolet,Camaro,Camaro 2nd-Gen,307 V8 Turbo-Fire Rally Sport 3-speed Manual,124.7,189.0,477.5,1515

Chevrolet,Camaro,Camaro 2nd-Gen,350 L48 V8 Rally Sport Turbo-Fire 3-speed Automatic Hydra-matic,124.7,189.0,478.5,1548

Chevrolet,Camaro,Camaro 2nd-Gen,350 L48 V8 Rally Sport Turbo-Fire 3-speed Manual,124.7,189.0,478.5,1528

Chevrolet,Camaro,Camaro 2nd-Gen,350 L48 V8 Rally Sport Turbo-Fire 4-speed Manual,124.7,189.0,478.5,1528

Chevrolet,Camaro,Camaro 2nd-Gen,350 V8 Rally Sport Turbo-Fire 3-speed Automatic Hydra-matic,124.7,189.0,478.5,1534

Chevrolet,Camaro,Camaro 2nd-Gen,350 V8 Rally Sport Turbo-Fire 3-speed Manual,124.7,189.0,478.5,1514

Chevrolet,Camaro,Camaro 2nd-Gen,350 V8 Rally Sport Turbo-Fire 4-speed Manual,124.7,189.0,478.5,1514

Chevrolet,Camaro,Camaro 2nd-Gen,350 V8 Turbo-Fire 3-speed Automatic Hydra-matic,128.3,189.0,477.5,1528

Chevrolet,Camaro,Camaro 2nd-Gen,350 V8 Turbo-Fire 4-speed Manual,128.3,189.0,477.5,1513

Chevrolet,Camaro,Camaro 2nd-Gen,350 V8 Turbo-Fire Rally Sport 3-speed Automatic Hydra-matic,124.7,189.0,477.5,1538

Chevrolet,Camaro,Camaro 2nd-Gen,350 V8 Turbo-Fire Rally Sport 3-speed Manual,124.7,189.0,477.5,1520

Chevrolet,Camaro,Camaro 2nd-Gen,350 V8 Turbo-Fire Rally Sport 4-speed Manual,124.7,189.0,477.5,1520

Chevrolet,Camaro,Camaro 3rd-Gen,3.1,128,185,489,1400

Chevrolet,Camaro,Camaro 3rd-Gen,5.0 HO (Z28),127,185,477,1465

Chevrolet,Camaro,Camaro 3rd-Gen,5.0 V8,128,185,489,1490

Chevrolet,Camaro,Camaro 3rd-Gen,California 4.3,123.7,185.4,473.5,

Chevrolet,Camaro,Camaro 3rd-Gen,IROC-Z 5.0 V8,127.5,184.9,487.7,

Chevrolet,Camaro,Camaro 3rd-Gen,IROC-Z 5.7 V8,127,184.9,477.5,1525

Chevrolet,Camaro,Camaro 3rd-Gen,RS 5.0 V8,127.8,184.9,489.2,1514

Chevrolet,Camaro,Camaro 3rd-Gen,Z28 5.0 V8 210hp,128,185,489,1490

Chevrolet,Camaro,Camaro 3rd-Gen,Z28 5.0 V8 230hp,128,185,489,1490

Chevrolet,Camaro,Camaro 3rd-Gen,Z28 5.7 V8,128,185,489,1520

Chevrolet,Camaro,Camaro 2nd-Gen,4.1,124.7,189,477.5,1457

Chevrolet,Camaro,Camaro 2nd-Gen,5.0 V8,124.7,189,477.5,1515

Chevrolet,Camaro,Camaro 2nd-Gen,5.7 V8,124.7,189,477.5,1521

Chevrolet,Camaro,Camaro 6,6.2 V8 Auto,134.0,189.7,478.4,1659

Chevrolet,Camaro,Camaro 6,6.2 V8,134.0,189.7,478.4,1659

Chevrolet,Camaro,Camaro I,327,129.3,183.6,468.9,

Chevrolet,Camaro,Camaro I,396 Convertible L-78,129.3,183.6,468.9,1600

Chevrolet,Camaro,Camaro I,L-30,129.3,183.6,468.9,

Chevrolet,Camaro,Camaro I,L-35,129.3,183.6,468.9,1403

Chevrolet,Camaro,Camaro I,L-48 SS,129.3,183.6,468.9,

Chevrolet,Camaro,Camaro I,SS 4.0,129.5,184.2,468.9,1402

Chevrolet,Camaro,Camaro I,SS 5.4 V8,129.5,184.2,468.9,1402

Chevrolet,Camaro,Camaro I,Z-28,129.3,183.6,468.9,

Chevrolet,Camaro,Camaro IV,3.8 auto,132.0,188.0,491.0,1615

Chevrolet,Camaro,Camaro IV,3.8,132.0,188.0,491.0,1594

Chevrolet,Camaro,Camaro IV,Z28 auto,132.0,188.0,491.0,1644

Chevrolet,Camaro,Camaro IV,Z28,132.0,188.0,491.0,1644

Chevrolet,Camaro,Camaro 2nd-Gen,SS 350 Rally Sport 4-speed Manual,127.3,189.0,477.5,

Chevrolet,Camaro,Camaro 2nd-Gen,SS 350 V8 3-speed Automatic Hydra-matic,128.3,189.0,477.5,1570

Chevrolet,Camaro,Camaro 2nd-Gen,SS 350 V8 4-speed Manual,128.3,189.0,477.5,1555

Chevrolet,Camaro,Camaro 2nd-Gen,SS 350 V8 Rally Sport 3-speed Automatic Hydra-matic,124.7,189.0,477.5,1559

Chevrolet,Camaro,Camaro 2nd-Gen,SS 350 V8 Rally Sport 4-speed Manual,124.7,189.0,477.5,1541

Chevrolet,Camaro,Camaro 2nd-Gen,SS 396/375 Rally Sport 4-speed Manual,127.3,189.0,477.5,

Chevrolet,Camaro,Camaro 2nd-Gen,SS 396 Rally Sport 3-speed Automatic Hydra-matic,124.7,189.0,477.5,1638

Chevrolet,Camaro,Camaro 2nd-Gen,SS 396 Rally Sport 4-speed Manual,124.7,189.0,477.5,1620

Chevrolet,Camaro,Camaro 2nd-Gen,SS 396 V8 3-speed Automatic Hydra-matic,128.3,189.0,477.5,1637

Chevrolet,Camaro,Camaro 2nd-Gen,SS 396 V8 4-speed Manual,128.3,189.0,477.5,1622

Chevrolet,Camaro,Camaro 2nd-Gen,SS 5.7 V8,124.7,189,477.5,1537

Chevrolet,Camaro,Camaro 2nd-Gen,SS 6.6 V8,124.7,189,477.5,1617

Chevrolet,Camaro,Camaro V,Convertible 3.6L DI V6 Auto,137.9,191.7,483.7,1883

Chevrolet,Camaro,Camaro V,Convertible 3.6L DI V6,137.9,191.7,483.7,1887

Chevrolet,Camaro,Camaro V,Convertible 6.2L V8 Auto,137.9,191.7,483.7,1995

Chevrolet,Camaro,Camaro V,Convertible 6.2L V8,137.9,191.7,483.7,1965

Chevrolet,Camaro,Camaro V,Coupe 3.6L DI V6 Auto,136.0,191.7,483.7,1762

Chevrolet,Camaro,Camaro V,Coupe 3.6L DI V6,136.0,191.7,483.7,1766

Chevrolet,Camaro,Camaro V,Coupe 6.2L V8 Auto,136.0,191.7,483.7,1870

Chevrolet,Camaro,Camaro V,Coupe 6.2L V8,136.0,191.7,483.7,1844

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 3-speed Automatic Hydra-matic,128.3,189.0,477.5,1595

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 350 V8 3-speed Automatic Hydra-matic,124.7,189.0,477.5,1590

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 350 V8 4-speed Manual,124.7,189.0,477.5,1572

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 350 V8 Rally Sport 3-speed Automatic Hydra-matic,124.7,189.0,478.5,1573

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 350 V8 Rally Sport 4-speed Manual,124.7,189.0,478.5,1553

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 350 V8 Type LT Rally Sport 3-speed Automatic Hydra-matic,124.7,189.0,478.5,1619

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 350 V8 Type LT Rally Sport 4-speed Manual,124.7,189.0,477.5,1599

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 4-speed Manual,128.3,189.0,477.5,1580

Chevrolet,Camaro,Camaro 2nd-Gen,Z28,124.7,189,477.5,1557

Fiat,Campagnola,,2.0,189.8,158,377.5,1670

Fiat,Campagnola,,2.4 Diesel,189.8,158,377.5,1820

Alfa Romeo,Concepts,Canguro,Concept,106,160,390,

Honda,Capa,,Honda Capa,165,164,377.5,1110

Honda,Capa,,4WD,167,164,379,1180

Honda,Capa,,B,165,164,379,1080

Honda,Capa,,CVT,165,164,379,1110

Ford,Capri,,1.3,132.0,170.0,438.0,979

Ford,Capri,,1.6 S,132.0,170.0,438.0,1010

Ford,Capri,,1.6,132.0,170.0,438.0,1010

Ford,Capri,,1300 GT,128.9,164.5,426.1,915

Ford,Capri,,1300,133,164.5,426.2,975

Ford,Capri,,1500,133,164.5,426.2,975

Ford,Capri,,1600 GT,128.9,164.5,426.1,965

Ford,Capri,,2.0 V6,132.0,170.0,438.0,1080

Ford,Capri,,2.0,132.0,170.0,438.0,1020

Ford,Capri,,2.3,132.0,170.0,438.0,1110

Ford,Capri,,2.8 Injection,132.0,170.0,438.0,1170

Ford,Capri,,2000 GT,133,164.5,426.2,1030

Ford,Capri,,3.0,132.0,170.0,438.0,1150

Ford,Capri,,3000 GT,128.8,164.6,426.1,1105

Ford,Capri,,3000S X-Pack,130,185.4,439,1170

Ford,Capri,,GT 1700,133,164.5,426.2,980

Ford,Capri,,GT 2600,133,164.5,426.2,1040

Chevrolet,Caprice IV,,5.0 V8,144.0,196.0,544.0,1846

Chevrolet,Captiva,,2.0 VCDI 127,172.0,185.0,464.0,

Chevrolet,Captiva,,2.0 VCDi 127HP LS+ 7 plazas,,,,1895

Chevrolet,Captiva,,2.0 VCDI 150,172.0,185.0,464.0,1820

Chevrolet,Captiva,,2.4,172.0,185.0,464.0,1685

Chevrolet,Captiva,,3.2,172.0,185.0,464.0,1805

Chevrolet,Captiva,,LS 2.4 FWD,175.6,184.9,467.3,1768

Chevrolet,Captiva,,LT 2.2 VCDI 163HP AWD,175.6,184.9,467.3,1953

Chevrolet,Captiva,,LT 2.2 VCDI 163HP FWD,175.6,184.9,467.3,1878

Chevrolet,Captiva,,LT 2.2 VCDI 184HP AWD,175.6,184.9,467.3,1953

Chevrolet,Captiva,,LTZ 2.2 VCDI 184HP AWD Aut.,175.6,184.9,467.3,1978

Chevrolet,Captiva,,LTZ 2.2 VCDI 184HP AWD,175.6,184.9,467.3,1953

Chevrolet,Captiva,,LTZ 3.0 258HP AWD Aut.,175.6,184.9,467.3,1915

Renault,Captur,Captur 2,1.0 TCe 100,157.6,179.7,422.7,1165

Renault,Captur,Captur 2,1.3 TCe 130 Automatic,157.6,179.7,422.7,1234

Renault,Captur,Captur 2,1.3 TCe 130,157.6,179.7,422.7,1209

Renault,Captur,Captur 2,1.3 TCe 155 Automatic,157.6,179.7,422.7,1241

Renault,Captur,Captur 1 Phase 1,dCi 110 eco2 Xmod,156.6,177.8,412.2,1245

Renault,Captur,Captur 1 Phase 1,dCi 110 S&S eco2 Helly Hansen,156.6,177.8,412.2,1245

Renault,Captur,Captur 1 Phase 1,dCi 110 S&S eco2 Zen,156.6,177.8,412.2,1245

Renault,Captur,Captur 1 Phase 1,dCi 90 Ecoleader Adventure,156.6,177.8,412.2,1245

Renault,Captur,Captur 1 Phase 1,dCi 90 Ecoleader Premium,156.6,177.8,412.2,1245

Renault,Captur,Captur 1 Phase 1,dCi 90 Ecoleader Xmod,156.6,177.8,412.2,1245

Renault,Captur,Captur 1 Phase 1,dCi 90 Ecoleader Zen,156.6,177.8,412.2,1245

Renault,Captur,Captur 1 Phase 1,dCi 90 EDC eco2 Helly Hansen,156.6,177.8,412.2,1288

Renault,Captur,Captur 1 Phase 1,dCi 90 EDC eco2 Intens,156.6,177.8,412.2,1288

Renault,Captur,Captur 1 Phase 1,dCi 90 EDC eco2 Zen,156.6,177.8,412.2,1288

Renault,Captur,Captur 1 Phase 1,dCi 90 EDC Intens,156.6,177.8,412.2,1288

Renault,Captur,Captur 1 Phase 1,dCi 90 EDC Xmod,156.6,177.8,412.2,1288

Renault,Captur,Captur 1 Phase 1,dCi 90 EDC Zen,156.6,177.8,412.2,1288

Renault,Captur,Captur 1 Phase 1,dCi 90 S&S eco2 Adventure,156.6,177.8,412.2,1245

Renault,Captur,Captur 1 Phase 1,dCi 90 S&S eco2 Helly Hansen,156.6,177.8,412.2,1245

Renault,Captur,Captur 1 Phase 1,dCi 90 S&S eco2 Intens,156.6,177.8,412.2,1245

Renault,Captur,Captur 1 Phase 1,dCi 90 S&S eco2 Life,156.6,177.8,412.2,1245

Renault,Captur,Captur 1 Phase 1,dCi 90 S&S eco2 Zen,156.6,177.8,412.2,1245

Renault,Captur,Captur 1 Phase 1,dCi 90 S&S Ecoleader Adventure,156.6,177.8,412.2,1245

Renault,Captur,Captur 2,Hybrid 145,157.6,179.7,422.7,1338

Renault,Captur,Captur 2,Plug-in Hybrid 160,157.6,179.7,422.7,1539

Renault,Captur,Captur 2,TCe 100 Bi-Fuel,157.6,179.7,422.7,1216

Renault,Captur,Captur 1 Phase 1,TCe 120 EDC Helly Hansen,156.6,177.8,412.2,1255

Renault,Captur,Captur 1 Phase 1,TCe 120 EDC Intens,156.6,177.8,412.2,1255

Renault,Captur,Captur 1 Phase 1,TCe 120 EDC Xmod,156.6,177.8,412.2,1255

Renault,Captur,Captur 1 Phase 1,TCe 120 EDC Zen,156.6,177.8,412.2,1255

Renault,Captur,Captur 1 Phase 1,TCe 120 Xmod,156.6,177.8,412.2,1302

Renault,Captur,Captur 1 Phase 1,TCe 120 Zen,156.6,177.8,412.2,1302

Renault,Captur,Captur 2,TCe 140 Auto,157.6,179.7,422.7,1253

Renault,Captur,Captur 2,TCe 140,157.6,179.7,422.7,1222

Renault,Captur,Captur 1 Phase 1,TCe 90 eco2 Premium,156.6,177.8,412.2,1176

Renault,Captur,Captur 1 Phase 1,TCe 90 eco2 Xmod,156.6,177.8,412.2,1176

Renault,Captur,Captur 1 Phase 1,TCe 90 S&S eco2 Helly Hansen,156.6,177.8,412.2,1176

Renault,Captur,Captur 1 Phase 1,TCe 90 S&S eco2 Intens,156.6,177.8,412.2,1176

Renault,Captur,Captur 1 Phase 1,TCe 90 S&S eco2 Life,156.6,177.8,412.2,1176

Renault,Captur,Captur 1 Phase 1,TCe 90 S&S eco2 Zen,156.6,177.8,412.2,1176

Renault,Captur,Captur 2,TCe 90,157.6,179.7,422.7,1157

Suzuki,Capuccino,,0.7,118.0,140.0,330.0,700

Renault,Caravelle,,Solex carb,130.8,157.5,426.7,771

Volkswagen,Transporter,Caravelle T6.1,L1H1 2.0 TDI 110HP,199.0,190.4,490.4,1967

Volkswagen,Transporter,Caravelle T6.1,L1H1 2.0 TDI 150HP DSG 4Motion,199.0,190.4,490.4,2134

Volkswagen,Transporter,Caravelle T6.1,L1H1 2.0 TDI 150HP DSG,199.0,190.4,490.4,2017

Volkswagen,Transporter,Caravelle T6.1,L1H1 2.0 TDI 150HP,199.0,190.4,490.4,1997

Volkswagen,Transporter,Caravelle T6.1,L1H1 2.0 TDI 199HP 4Motion,199.0,190.4,490.4,2173

Volkswagen,Transporter,Caravelle T6.1,L1H1 2.0 TDI 199HP,199.0,190.4,490.4,2063

Volkswagen,Transporter,Caravelle T6.1,L2H1 2.0 TDI 110HP,199.0,190.4,540.6,2045

Volkswagen,Transporter,Caravelle T6.1,L2H1 2.0 TDI 150HP DSG 4Motion,199.0,190.4,540.6,2134

Volkswagen,Transporter,Caravelle T6.1,L2H1 2.0 TDI 150HP DSG,199.0,190.4,540.6,2095

Volkswagen,Transporter,Caravelle T6.1,L2H1 2.0 TDI 150HP,199.0,190.4,540.6,2075

Volkswagen,Transporter,Caravelle T6.1,L2H1 2.0 TDI 199HP 4Motion,199.0,190.4,540.6,2212

Volkswagen,Transporter,Caravelle T6.1,L2H1 2.0 TDI 199HP,199.0,190.4,540.6,2142

Renault,Caravelle,,Weber carb,130.8,157.5,426.7,825

Kia,Carens,Carens 3,1.6 GDi 135HP Basic 5 seats,161.0,180.5,452.5,1458

Kia,Carens,Carens 3,1.6 GDi 135HP Concept 5 seats,161.0,180.5,452.5,1458

Kia,Carens,Carens 3,1.6 GDi 135HP Concept 7 seats,161.0,180.5,452.5,1483

Kia,Carens,Carens 3,1.6 GDi 135HP Drive 5 seats,161.0,180.5,452.5,1458

Kia,Carens,Carens 3,1.6 GDi 135HP Drive 7 seats,161.0,180.5,452.5,1483

Kia,Carens,Carens 3,1.6 GDi 135HP x-Tech 5 seats,161.0,180.5,452.5,1458

Kia,Carens,Carens 3,1.6 GDi 135HP x-Tech 7 seats,161.0,180.5,452.5,1483

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Concept 5 seats,161.0,180.5,452.5,1557

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Concept 7 seats,161.0,180.5,452.5,1581

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Concept Eco-Dynamics 5 seats,161.0,180.5,452.5,1557

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Concept Eco-Dynamics 7 seats,161.0,180.5,452.5,1581

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Drive 7 seats,161.0,180.5,452.5,1581

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Drive Eco-Dynamics 5 seats,161.0,180.5,452.5,1557

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Drive Eco-Dynamics 7 seats,161.0,180.5,452.5,1581

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Drive EcoDynamics 5 seats,161.0,180.5,452.5,1557

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Drive EcoDynamics 7 seats,161.0,180.5,452.5,1581

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP x-Tech Eco-Dynamics 5 seats,161.0,180.5,452.5,1557

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP x-Tech Eco-Dynamics 7 seats,161.0,180.5,452.5,1581

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP DCT Drive 5 seats,161.0,180.5,452.5,1587

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP DCT Drive 7 seats,161.0,180.5,452.5,1600

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP DCT Emotion 7 seats,161.0,180.5,452.5,1600

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP Drive 5 seats,161.0,180.5,452.5,1567

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP Drive 7 seats,161.0,180.5,452.5,1591

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP Emotion 7 seats,161.0,180.5,452.5,1591

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP x-Tech 5 seats,161.0,180.5,452.5,1567

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP x-Tech 7 seats,161.0,180.5,452.5,1591

Kia,Carens,Carens 1,1.8,160.0,171.0,444.0,1189

Kia,Carens,Carens 2,2.0 CRDi VGT Active 5 plazas,,,,1657

Kia,Carens,Carens 2,2.0 CRDi VGT Concept 5 places 115HP,,,,

Kia,Carens,Carens 2,2.0 CRDi VGT Emotion 5 plazas,,,,1657

Kia,Carens,Carens 2,2.0 CRDi VGT Emotion 7 places,,,,

Kia,Carens,Carens 2,2.0 CRDi,165.0,180.0,454.0,1531

Kia,Carens,Carens 2,2.0 DOHC Emotion 7 places,,,,1547

Kia,Carens,Carens 2,2.0,165.0,180.0,454.0,1419

Toyota,Carina,Carina E,1.6i,141.0,170.0,453.0,1100

Toyota,Carina,Carina E,1.8i,141.0,170.0,453.0,1100

Toyota,Carina,Carina E,2.0 D,141.0,170.0,453.0,1165

Toyota,Carina,Carina E,2.0 GTi,141.0,170.0,453.0,1227

Toyota,Carina,Carina E,2.0 TD,141.0,170.0,453.0,1175

Toyota,Carina,Carina E,2.0i,141.0,170.0,453.0,1145

Toyota,Carina,Carina I,1.6 5sp,136.0,167.0,435.0,938

Toyota,Carina,Carina I,1.6,136.0,167.0,435.0,926

Toyota,Carina,Carina I,1.8 Diesel,139.0,165.0,432.0,1120

Toyota,Carina,Carina I,2.0 D,136.0,167.0,435.0,1011

Toyota,Carina,Carina II,1.6,137.0,169.0,444.0,1032

Toyota,Carina,Carina II,1.6i,137.0,169.0,444.0,1038

Toyota,Carina,Carina II,1.8i,136.0,167.0,437.0,1008

Toyota,Carina,Carina II,2.0 D,137.0,169.0,444.0,1087

Toyota,Carina,Carina II,2.0i,137.0,169.0,444.0,1140

Mitsubishi,Carisma,,1.6,140.0,171.0,448.0,1175

Mitsubishi,Carisma,,1.6i,140.0,170.0,444.0,1110

Mitsubishi,Carisma,,1.8 GDI,140.0,171.0,448.0,1220

Mitsubishi,Carisma,,1.8i,140.0,170.0,444.0,1105

Mitsubishi,Carisma,,1.9 DI-D 115,140.0,171.0,448.0,1285

Mitsubishi,Carisma,,1.9 DI-D,140.0,171.0,448.0,1280

Mitsubishi,Carisma,,1.9 TD,140.0,171.0,448.0,1215

Kia,Carnival / Sedona,Carnival II,2.2 CRDi VGT Active,,,,2075

Kia,Carnival / Sedona,Carnival II,2.2 CRDi VGT Auto,,,,2100

Kia,Carnival / Sedona,Carnival II,2.2 CRDi VGT Emotion,,,,2075

Kia,Carnival / Sedona,Carnival I,2.5 V6,180.0,190.0,492.0,1863

Kia,Carnival / Sedona,Carnival II,2.7 V6,182.0,198.0,481.0,1924

Kia,Carnival / Sedona,Carnival II,2.9 CRDi VGT Active,,,,2168

Kia,Carnival / Sedona,Carnival II,2.9 CRDi VGT Concept,,,,2168

Kia,Carnival / Sedona,Carnival II,2.9 CRDi VGT,182.0,198.0,481.0,2068

Kia,Carnival / Sedona,Carnival I,2.9 HPDI,180.0,190.0,492.0,1978

Kia,Carnival / Sedona,Carnival I,2.9 TDi,174.0,190.0,489.0,1855

Kia,Carnival / Sedona,Carnival 2021,3.5 V6 GDI,174,199.4,515.6,1985

Porsche,Carrera GT,,5.7 V10,116.6,192.1,461.3,1380

Vauxhall,Cascada,,1.4 Turbo 120HP,144.3,183.9,469.6,1701

Vauxhall,Cascada,,1.4 Turbo 140HP Start/Stop,144.3,183.9,469.6,1701

Vauxhall,Cascada,,1.6 Turbo 170HP Automatic,144.3,183.9,469.6,1733

Vauxhall,Cascada,,1.6 Turbo 170HP Start/Stop,144.3,183.9,469.6,1733

Vauxhall,Cascada,,1.6 Turbo 200HP Start/Stop,144.3,183.9,469.6,1733

Vauxhall,Cascada,,2.0 CDTi 165HP Automatic,144.3,183.9,469.6,

Vauxhall,Cascada,,2.0 CDTi 165HP Start/Stop,144.3,183.9,469.6,1816

Vauxhall,Cascada,,2.0 CDTi 170HP Start/Stop,144.3,183.9,469.6,1816

Vauxhall,Cascada,,BiTurbo 2.0 CDTi 195HP Start/Stop,144.3,183.9,469.6,1816

Opel,Cascada Cabrio,,1.4 Turbo 120HP,144.3,183.9,469.6,1701

Opel,Cascada Cabrio,,1.4 Turbo 140HP Start/Stop,144.3,183.9,469.6,1701

Opel,Cascada Cabrio,,1.6 Turbo 170HP Automatic,144.3,183.9,469.6,1733

Opel,Cascada Cabrio,,1.6 Turbo 170HP Start/Stop,144.3,183.9,469.6,1733

Opel,Cascada Cabrio,,1.6 Turbo 200HP Start/Stop,144.3,183.9,469.6,1733

Opel,Cascada Cabrio,,2.0 CDTi 165HP Automatic,144.3,183.9,469.6,

Opel,Cascada Cabrio,,2.0 CDTi 165HP Start/Stop,144.3,183.9,469.6,1816

Opel,Cascada Cabrio,,2.0 CDTi 170HP Start/Stop,144.3,183.9,469.6,1816

Opel,Cascada Cabrio,,2.0 CDTi BiTurbo 195HP Start/Stop,144.3,183.9,469.6,1816

Cadillac,Catera,,Sport,143.3,178.6,488.2,1730

Chevrolet,Cavalier,Cavalier I Convertible,2.0i 4-speed ,133.9,167.7,437.9,1143

Chevrolet,Cavalier,Cavalier I Convertible,2.0i 5-speed,133.9,167.7,437.9,1143

Chevrolet,Cavalier,Cavalier I Convertible,2.0i Auto,133.9,167.7,437.9,1143

