verzija,leto
1.2 e-THP 130HP PureTech Active,2015
1.2 e-THP 130HP PureTech Active,2016
1.2 e-THP 130HP PureTech Active,2017
1.2 e-THP 130HP PureTech Allure,2014
1.2 e-THP 130HP PureTech Allure,2015
1.2 e-THP 130HP PureTech Allure,2016
1.2 e-THP 130HP PureTech Allure,2017
1.2 PureTech 110 S&S Access,2014
1.2 PureTech 110 S&S Access,2015
1.2 PureTech 110 S&S Access,2016
1.2 PureTech 110 S&S Access,2017
1.2 PureTech 110 S&S Active,2014
1.2 PureTech 110 S&S Active,2015
1.2 PureTech 110 S&S Active,2016
1.2 PureTech 110 S&S Active,2017
1.2 PureTech 110 S&S Allure,2014
1.2 PureTech 110 S&S Allure,2015
1.2 PureTech 110 S&S Allure,2016
1.2 PureTech 110 S&S Allure,2017
1.2 PureTech 110 S&S Style,2015
1.2 PureTech 110 S&S Style,2016
1.2 PureTech 110 S&S Style,2017
1.2 PureTech 110,2021
1.2 PureTech 130 Auto,2021
1.2 PureTech 130 EAT6,2017
1.2 PureTech 130 EAT6,2018
1.2 PureTech 130 EAT6,2019
1.2 PureTech 130 EAT6,2020
1.2 PureTech 130 S&S Allure,2016
1.2 PureTech 130 S&S Allure,2017
1.2 PureTech 130 S&S Auto Allure,2014
1.2 PureTech 130 S&S Auto Allure,2015
1.2 PureTech 130 S&S Auto Allure,2016
1.2 PureTech 130 S&S Auto GT Line,2015
1.2 PureTech 130 S&S Auto GT Line,2016
1.2 PureTech 130 S&S Auto Style,2015
1.2 PureTech 130 S&S Auto Style,2016
1.2 PureTech 130 S&S EAT6 Allure,2016
1.2 PureTech 130 S&S EAT6 Allure,2017
1.2 PureTech 130 S&S EAT6 GT Line,2016
1.2 PureTech 130 S&S EAT6 GT Line,2017
1.2 PureTech 130 S&S EAT6 Style,2016
1.2 PureTech 130 S&S EAT6 Style,2017
1.2 PureTech 130 S&S GT Line,2016
1.2 PureTech 130 S&S GT Line,2017
1.2 PureTech 130 S&S Style,2016
1.2 PureTech 130 S&S Style,2017
1.2 PureTech 130,2021
1.2 VTi 82HP Access,2013
1.2 VTi 82HP Access,2014
1.2 VTi 82HP Access,2015
1.2 VTi 82HP Access,2016
1.2 VTi 82HP Access,2017
1.2 VTi 82HP Active,2013
1.2 VTi 82HP Active,2014
1.2 VTi 82HP Active,2015
1.2 VTi 82HP Active,2016
1.2 VTi 82HP Active,2017
1.5 BlueHDi 130 Auto,2021
1.5 BlueHDi 130,2021
1.6 BlueHDi 100 Access,2015
1.6 BlueHDi 100 Access,2016
1.6 BlueHDi 100 Access,2017
1.6 BlueHDi 100 Active,2015
1.6 BlueHDi 100 Active,2016
1.6 BlueHDi 100 Active,2017
1.6 BlueHDi 100 Style,2015
1.6 BlueHDi 100 Style,2016
1.6 BlueHDi 100 Style,2017
1.6 BlueHDi 100,2017
1.6 BlueHDi 100,2018
1.6 BlueHDi 120 Allure,2015
1.6 BlueHDi 120 Allure,2016
1.6 BlueHDi 120 Allure,2017
1.6 BlueHDi 120 EAT6 Style,2015
1.6 BlueHDi 120 EAT6 Style,2016
1.6 BlueHDi 120 EAT6 Style,2017
1.6 BlueHDi 120 EAT6,2017
1.6 BlueHDi 120 EAT6,2018
1.6 BlueHDi 120 Style,2015
1.6 BlueHDi 120 Style,2016
1.6 BlueHDi 120 Style,2017
1.6 BlueHDi 120,2017
1.6 BlueHDi 120,2018
1.6 BlueHDi 120HP Active,2014
1.6 BlueHDi 120HP Active,2015
1.6 BlueHDi 120HP Active,2016
1.6 BlueHDi 120HP Active,2017
1.6 e-HDi 115 Style,2015
1.6 e-HDi 115 Style,2016
1.6 e-HDi 115 Style,2017
1.6 e-HDi 115HP FAP Access,2013
1.6 e-HDi 115HP FAP Access,2014
1.6 e-HDi 115HP FAP Access,2015
1.6 e-HDi 115HP FAP Access,2016
1.6 e-HDi 115HP FAP Access,2017
1.6 e-HDi 115HP FAP Active,2013
1.6 e-HDi 115HP FAP Active,2014
1.6 e-HDi 115HP FAP Active,2015
1.6 e-HDi 115HP FAP Active,2016
1.6 e-HDi 115HP FAP Active,2017
1.6 e-HDi 115HP FAP Allure,2013
1.6 e-HDi 115HP FAP Allure,2014
1.6 e-HDi 115HP FAP Allure,2015
1.6 e-HDi 115HP FAP Allure,2016
1.6 e-HDi 115HP FAP Allure,2017
1.6 HDi 92 Style,2015
1.6 HDi 92 Style,2016
1.6 HDi 92 Style,2017
1.6 HDi 92HP FAP Access,2013
1.6 HDi 92HP FAP Access,2014
1.6 HDi 92HP FAP Access,2015
1.6 HDi 92HP FAP Access,2016
1.6 HDi 92HP FAP Access,2017
1.6 HDi 92HP FAP Active,2013
1.6 HDi 92HP FAP Active,2014
1.6 HDi 92HP FAP Active,2015
1.6 HDi 92HP FAP Active,2016
1.6 HDi 92HP FAP Active,2017
1.6 HDi 92HP FAP Allure,2013
1.6 HDi 92HP FAP Allure,2014
1.6 HDi 92HP FAP Allure,2015
1.6 HDi 92HP FAP Allure,2016
1.6 HDi 92HP FAP Allure,2017
1.6 THP 125HP Access,2013
1.6 THP 125HP Access,2014
1.6 THP 125HP Access,2015
1.6 THP 125HP Access,2016
1.6 THP 125HP Access,2017
1.6 THP 125HP Active,2013
1.6 THP 125HP Active,2014
1.6 THP 125HP Active,2015
1.6 THP 125HP Active,2016
1.6 THP 125HP Active,2017
1.6 THP 125HP Allure,2013
1.6 THP 125HP Allure,2014
1.6 THP 125HP Allure,2015
1.6 THP 125HP Allure,2016
1.6 THP 125HP Allure,2017
1.6 THP 155HP Active,2013
1.6 THP 155HP Active,2014
1.6 THP 155HP Active,2015
1.6 THP 155HP Active,2016
1.6 THP 155HP Active,2017
1.6 THP 155HP Allure,2013
1.6 THP 155HP Allure,2014
1.6 THP 155HP Allure,2015
1.6 THP 155HP Allure,2016
1.6 THP 155HP Allure,2017
1.6 THP 205 S&S GT,2015
1.6 THP 205 S&S GT,2016
1.6 THP 205 S&S GT,2017
2.0 BlueHDi 150 Allure,2016
2.0 BlueHDi 150 Allure,2017
2.0 BlueHDi 150 Auto Allure,2016
2.0 BlueHDi 150 Auto Allure,2017
2.0 BlueHDi 150 EAT6,2017
2.0 BlueHDi 150 EAT6,2018
2.0 BlueHDi 150 GT Line,2016
2.0 BlueHDi 150 GT Line,2017
2.0 BlueHDi 150,2017
2.0 BlueHDi 150,2018
2.0 BlueHDi 150HP Allure,2014
2.0 BlueHDi 150HP Allure,2015
2.0 BlueHDi 150HP Allure,2016
2.0 BlueHDi 150HP Auto Allure,2014
2.0 BlueHDi 150HP Auto Allure,2015
2.0 BlueHDi 150HP Auto Allure,2016
3p Confort 1.4 VTi 95,2009
3p Confort 1.4 VTi 95,2010
3p Confort 1.4 VTi 95,2011
3p Confort 1.4 VTi 95,2012
3p Confort 1.4 VTi 95,2013
3p Confort 1.6 HDi 110 FAP,2009
3p Confort 1.6 HDi 110 FAP,2010
3p Confort 1.6 HDi 110 FAP,2011
3p Confort 1.6 HDi 110 FAP,2012
3p Confort 1.6 HDi 110 FAP,2013
3p Confort 1.6 HDi 90,2009
3p Confort 1.6 HDi 90,2010
3p Confort 1.6 HDi 90,2011
3p Confort 1.6 HDi 90,2012
3p Confort 1.6 HDi 90,2013
3p Confort 1.6 VTi 120,2009
3p Confort 1.6 VTi 120,2010
3p Confort 1.6 VTi 120,2011
3p Confort 1.6 VTi 120,2012
3p Confort 1.6 VTi 120,2013
3p GT 1.6 HDi 110 FAP 6 vel.,2009
3p GT 1.6 HDi 110 FAP 6 vel.,2010
3p GT 1.6 HDi 110 FAP 6 vel.,2011
3p GT 1.6 HDi 110 FAP 6 vel.,2012
3p GT 1.6 HDi 110 FAP 6 vel.,2013
3p GT 1.6 THP 150 6 vel.,2009
3p GT 1.6 THP 150 6 vel.,2010
3p GT 1.6 THP 150 6 vel.,2011
3p GT 1.6 THP 150 6 vel.,2012
3p GT 1.6 THP 150 6 vel.,2013
3p GT 2.0 HDi 140 FAP,2009
3p GT 2.0 HDi 140 FAP,2010
3p GT 2.0 HDi 140 FAP,2011
3p GT 2.0 HDi 140 FAP,2012
3p GT 2.0 HDi 140 FAP,2013
3p Sport 1.4 VTi 95,2009
3p Sport 1.4 VTi 95,2010
3p Sport 1.4 VTi 95,2011
3p Sport 1.4 VTi 95,2012
3p Sport 1.4 VTi 95,2013
3p Sport 1.6 HDi 110 FAP CMP,2009
3p Sport 1.6 HDi 110 FAP CMP,2010
3p Sport 1.6 HDi 110 FAP CMP,2011
3p Sport 1.6 HDi 110 FAP CMP,2012
3p Sport 1.6 HDi 110 FAP CMP,2013
3p Sport 1.6 HDi 110 FAP,2009
3p Sport 1.6 HDi 110 FAP,2010
3p Sport 1.6 HDi 110 FAP,2011
3p Sport 1.6 HDi 110 FAP,2012
3p Sport 1.6 HDi 110 FAP,2013
3p Sport 1.6 HDi 112 FAP CMP,2010
3p Sport 1.6 HDi 112 FAP CMP,2011
3p Sport 1.6 HDi 112 FAP CMP,2012
3p Sport 1.6 HDi 112 FAP CMP,2013
3p Sport 1.6 HDi 90,2009
3p Sport 1.6 HDi 90,2010
3p Sport 1.6 HDi 90,2011
3p Sport 1.6 HDi 90,2012
3p Sport 1.6 HDi 90,2013
3p Sport 1.6 VTi 120,2009
3p Sport 1.6 VTi 120,2010
3p Sport 1.6 VTi 120,2011
3p Sport 1.6 VTi 120,2012
3p Sport 1.6 VTi 120,2013
3p Urban 1.4 VTi 95,2009
3p Urban 1.4 VTi 95,2010
3p Urban 1.4 VTi 95,2011
3p Urban 1.4 VTi 95,2012
3p Urban 1.4 VTi 95,2013
3p Urban 1.6 HDi 90,2009
3p Urban 1.6 HDi 90,2010
3p Urban 1.6 HDi 90,2011
3p Urban 1.6 HDi 90,2012
3p Urban 1.6 HDi 90,2013
5p Confort 1.4 VTi 95,2009
5p Confort 1.4 VTi 95,2010
5p Confort 1.4 VTi 95,2011
5p Confort 1.4 VTi 95,2012
5p Confort 1.4 VTi 95,2013
5p Confort 1.4 VTi 98,2010
5p Confort 1.4 VTi 98,2011
5p Confort 1.4 VTi 98,2012
5p Confort 1.4 VTi 98,2013
5p Confort 1.6 HDi 110 FAP 5 vel.,2010
5p Confort 1.6 HDi 110 FAP 5 vel.,2011
5p Confort 1.6 HDi 110 FAP 5 vel.,2012
5p Confort 1.6 HDi 110 FAP 5 vel.,2013
5p Confort 1.6 HDi 110 FAP CMP,2009
5p Confort 1.6 HDi 110 FAP CMP,2010
5p Confort 1.6 HDi 110 FAP CMP,2011
5p Confort 1.6 HDi 110 FAP CMP,2012
5p Confort 1.6 HDi 110 FAP CMP,2013
5p Confort 1.6 HDi 110 FAP,2009
5p Confort 1.6 HDi 110 FAP,2010
5p Confort 1.6 HDi 110 FAP,2011
5p Confort 1.6 HDi 110 FAP,2012
5p Confort 1.6 HDi 110 FAP,2013
5p Confort 1.6 HDi 112 FAP CMP,2010
5p Confort 1.6 HDi 112 FAP CMP,2011
5p Confort 1.6 HDi 112 FAP CMP,2012
5p Confort 1.6 HDi 112 FAP CMP,2013
5p Confort 1.6 HDi 90,2010
5p Confort 1.6 HDi 90,2011
5p Confort 1.6 HDi 90,2012
5p Confort 1.6 HDi 90,2013
5p Confort 1.6 VTi 120,2010
5p Confort 1.6 VTi 120,2011
5p Confort 1.6 VTi 120,2012
5p Confort 1.6 VTi 120,2013
5p Envy 1.4 VTi 98,2010
5p Envy 1.4 VTi 98,2011
5p Envy 1.4 VTi 98,2012
5p Envy 1.4 VTi 98,2013
5p Envy 1.6 HDi 112 FAP,2010
5p Envy 1.6 HDi 112 FAP,2011
5p Envy 1.6 HDi 112 FAP,2012
5p Envy 1.6 HDi 112 FAP,2013
5p Envy 1.6 HDi 92 FAP,2010
5p Envy 1.6 HDi 92 FAP,2011
5p Envy 1.6 HDi 92 FAP,2012
5p Envy 1.6 HDi 92 FAP,2013
5p Envy 1.6 VTi 120,2010
5p Envy 1.6 VTi 120,2011
5p Envy 1.6 VTi 120,2012
5p Envy 1.6 VTi 120,2013
5p GTi 1.6 THP 200,2010
5p GTi 1.6 THP 200,2011
5p GTi 1.6 THP 200,2012
5p GTi 1.6 THP 200,2013
5p Premium 1.6 HDi 110 FAP 6 vel.,2010
5p Premium 1.6 HDi 110 FAP 6 vel.,2011
5p Premium 1.6 HDi 110 FAP 6 vel.,2012
5p Premium 1.6 HDi 110 FAP 6 vel.,2013
5p Premium 1.6 HDi 112 FAP,2010
5p Premium 1.6 HDi 112 FAP,2011
5p Premium 1.6 HDi 112 FAP,2012
5p Premium 1.6 HDi 112 FAP,2013
5p Premium 1.6 THP 150 6 vel.,2009
5p Premium 1.6 THP 150 6 vel.,2010
5p Premium 1.6 THP 150 6 vel.,2011
5p Premium 1.6 THP 150 6 vel.,2012
5p Premium 1.6 THP 150 6 vel.,2013
5p Premium 1.6 THP 156 6 vel.,2010
5p Premium 1.6 THP 156 6 vel.,2011
5p Premium 1.6 THP 156 6 vel.,2012
5p Premium 1.6 THP 156 6 vel.,2013
5p Premium 1.6 THP 156 Aut,2010
5p Premium 1.6 THP 156 Aut,2011
5p Premium 1.6 THP 156 Aut,2012
5p Premium 1.6 THP 156 Aut,2013
5p Premium 1.6 THP 156,2010
5p Premium 1.6 THP 156,2011
5p Premium 1.6 THP 156,2012
5p Premium 1.6 THP 156,2013
5p Premium 1.6 VTi 120,2010
5p Premium 1.6 VTi 120,2011
5p Premium 1.6 VTi 120,2012
5p Premium 1.6 VTi 120,2013
5p Premium 2.0 HDi 136 FAP Aut.,2010
5p Premium 2.0 HDi 136 FAP Aut.,2011
5p Premium 2.0 HDi 136 FAP Aut.,2012
5p Premium 2.0 HDi 136 FAP Aut.,2013
5p Premium 2.0 HDi 140 FAP,2010
5p Premium 2.0 HDi 140 FAP,2011
5p Premium 2.0 HDi 140 FAP,2012
5p Premium 2.0 HDi 140 FAP,2013
5p Premium 2.0 HDi 163 FAP Aut,2010
5p Premium 2.0 HDi 163 FAP Aut,2011
5p Premium 2.0 HDi 163 FAP Aut,2012
5p Premium 2.0 HDi 163 FAP Aut,2013
5p Sport 1.4 VTi 95,2009
5p Sport 1.4 VTi 95,2010
5p Sport 1.4 VTi 95,2011
5p Sport 1.4 VTi 95,2012
5p Sport 1.4 VTi 95,2013
5p Sport 1.4 VTi 98,2010
5p Sport 1.4 VTi 98,2011
5p Sport 1.4 VTi 98,2012
5p Sport 1.4 VTi 98,2013
5p Sport 1.6 HDi 110 FAP 5 vel.,2010
5p Sport 1.6 HDi 110 FAP 5 vel.,2011
5p Sport 1.6 HDi 110 FAP 5 vel.,2012
5p Sport 1.6 HDi 110 FAP 5 vel.,2013
5p Sport 1.6 HDi 110 FAP CMP,2009
5p Sport 1.6 HDi 110 FAP CMP,2010
5p Sport 1.6 HDi 110 FAP CMP,2011
5p Sport 1.6 HDi 110 FAP CMP,2012
5p Sport 1.6 HDi 110 FAP CMP,2013
5p Sport 1.6 HDi 110 FAP,2009
5p Sport 1.6 HDi 110 FAP,2010
5p Sport 1.6 HDi 110 FAP,2011
5p Sport 1.6 HDi 110 FAP,2012
5p Sport 1.6 HDi 110 FAP,2013
5p Sport 1.6 HDi 112 FAP CMP,2010
5p Sport 1.6 HDi 112 FAP CMP,2011
5p Sport 1.6 HDi 112 FAP CMP,2012
5p Sport 1.6 HDi 112 FAP CMP,2013
5p Sport 1.6 HDi 90,2009
5p Sport 1.6 HDi 90,2010
5p Sport 1.6 HDi 90,2011
5p Sport 1.6 HDi 90,2012
5p Sport 1.6 HDi 90,2013
5p Sport 1.6 VTi 120 Aut.,2010
5p Sport 1.6 VTi 120 Aut.,2011
5p Sport 1.6 VTi 120 Aut.,2012
5p Sport 1.6 VTi 120 Aut.,2013
5p Sport 1.6 VTi 120,2010
5p Sport 1.6 VTi 120,2011
5p Sport 1.6 VTi 120,2012
5p Sport 1.6 VTi 120,2013
5p Sportium 1.6 THP 156,2010
5p Sportium 1.6 THP 156,2011
5p Sportium 1.6 THP 156,2012
5p Sportium 1.6 THP 156,2013
5p Sportium 1.6 VTi 120,2010
5p Sportium 1.6 VTi 120,2011
5p Sportium 1.6 VTi 120,2012
5p Sportium 1.6 VTi 120,2013
BlueHDi 120 EAT6 Style,2015
BlueHDi 120 EAT6 Style,2016
BlueHDi 120 EAT6 Style,2017
BlueHDi 180 EAT6 GT,2015
BlueHDi 180 EAT6 GT,2016
BlueHDi 180 EAT6 GT,2017
CC 1.6 VTi 120,2010
CC 1.6 VTi 120,2011
CC 1.6 VTi 120,2012
CC 1.6 VTi 120,2013
CC Sport 1.6 THP 156,2010
CC Sport 1.6 THP 156,2011
CC Sport 1.6 THP 156,2012
CC Sport 1.6 THP 156,2013
CC Sport 1.6 VTi 120,2010
CC Sport 1.6 VTi 120,2011
CC Sport 1.6 VTi 120,2012
CC Sport 1.6 VTi 120,2013
CC Sport Pack 1.6 THP 156 Aut.,2010
CC Sport Pack 1.6 THP 156 Aut.,2011
CC Sport Pack 1.6 THP 156 Aut.,2012
CC Sport Pack 1.6 THP 156 Aut.,2013
CC Sport Pack 1.6 THP 156,2010
CC Sport Pack 1.6 THP 156,2011
CC Sport Pack 1.6 THP 156,2012
CC Sport Pack 1.6 THP 156,2013
CC Sport Pack 1.6 THP 200,2010
CC Sport Pack 1.6 THP 200,2011
CC Sport Pack 1.6 THP 200,2012
CC Sport Pack 1.6 THP 200,2013
GT 1.6 e-THP 225,2018
GT 1.6 e-THP 225,2019
GT 1.6 THP 205,2017
GT 1.6 THP 205,2018
GT 2.0 BlueHDi 180,2017
GT 2.0 BlueHDi 180,2018
GT 2.0 BlueHDi 180,2019
GT 2.0 BlueHDi 180,2020
GT HYbrid 225,2021
GTi 1.6 e-THP 263,2018
GTi 1.6 e-THP 263,2019
GTi 1.6 e-THP 263,2020
GTi 1.6 e-THP 263,2021
GTi 1.6 THP 270,2017
GTi 1.6 THP 270,2018
GTi 250,2015
GTi 250,2016
GTi 250,2017
GTi 270,2015
GTi 270,2016
GTi 270,2017
HYbrid 180,2021
SW Confort 1.6 VTi 120,2010
SW Confort 1.6 VTi 120,2011
SW Confort 1.6 VTi 120,2012
SW Confort 1.6 VTi 120,2013
SW Envy 1.6 VTi 120,2010
SW Envy 1.6 VTi 120,2011
SW Envy 1.6 VTi 120,2012
SW Envy 1.6 VTi 120,2013
SW Premium 1.6 THP 140 Aut.,2009
SW Premium 1.6 THP 140 Aut.,2010
SW Premium 1.6 THP 140 Aut.,2011
SW Premium 1.6 THP 140 Aut.,2012
SW Premium 1.6 THP 140 Aut.,2013
SW Premium 1.6 THP 150,2009
SW Premium 1.6 THP 150,2010
SW Premium 1.6 THP 150,2011
SW Premium 1.6 THP 150,2012
SW Premium 1.6 THP 150,2013
SW Premium 1.6 THP 156 Aut.,2010
SW Premium 1.6 THP 156 Aut.,2011
SW Premium 1.6 THP 156 Aut.,2012
SW Premium 1.6 THP 156 Aut.,2013
SW Premium 1.6 THP 156,2010
SW Premium 1.6 THP 156,2011
SW Premium 1.6 THP 156,2012
SW Premium 1.6 THP 156,2013
SW Premium 1.6 VTi 120,2010
SW Premium 1.6 VTi 120,2011
SW Premium 1.6 VTi 120,2012
SW Premium 1.6 VTi 120,2013
SW Sport 1.6 VTi 120 Aut.,2010
SW Sport 1.6 VTi 120 Aut.,2011
SW Sport 1.6 VTi 120 Aut.,2012
SW Sport 1.6 VTi 120 Aut.,2013
SW Sport 1.6 VTi 120,2010
SW Sport 1.6 VTi 120,2011
SW Sport 1.6 VTi 120,2012
SW Sport 1.6 VTi 120,2013
SW Sportium 1.6 THP 156,2010
SW Sportium 1.6 THP 156,2011
SW Sportium 1.6 THP 156,2012
SW Sportium 1.6 THP 156,2013
SW Sportium 1.6 VTi 120,2010
SW Sportium 1.6 VTi 120,2011
SW Sportium 1.6 VTi 120,2012
SW Sportium 1.6 VTi 120,2013
1.8 TFSI Ultra 190HP S-tronic 7 Speeds,2014
2.0 TDI Ultra 150HP S-tronic 7 Speeds,2014
2.0 TDI Ultra 150HP,2014
2.0 TDI ultra 190HP Quattro S-tronic 7 Speeds,2016
2.0 TDI Ultra 190HP S-tronic 7 Speeds,2014
2.0 TDI Ultra 190HP,2014
2.0 TFSI 252HP Quattro S-tronic 7 Speeds,2016
2.0 TFSI 252HP S-tronic 7 Speeds,2014
3.0 Bi TDI 320HP Quattro Tiptronic 8 Speeds Competition,2016
3.0 Bi TDI 320HP Quattro Tiptronic 8 Speeds,2014
3.0 TDI 218HP Quattro S-tronic 7 Speeds,2016
3.0 TDI 218HP S-tronic 7 Speeds,2016
3.0 TDI 272HP Quattro S-tronic 7 Speeds,2014
3.0 TFSI 333HP Quattro S-tronic 7 Speeds,2014
S6 4.0 TFSI 450HP Quattro S-tronic 7 Speeds,2014
180 7G-DCT,2017
180 7G-DCT,2018
180 7G-DCT,2019
180 7G-DCT,2020
180 7G-DCT,2021
180 d,2016
180,2016
200 7G-DCT,2017
200 7G-DCT,2018
200 7G-DCT,2019
200 7G-DCT,2020
200 7G-DCT,2021
200 d 7G-DCT,2017
200 d 7G-DCT,2018
200 d 7G-DCT,2019
200 d 7G-DCT,2020
200 d 7G-DCT,2021
200 d,2016
200,2016
220 d 4MATIC 7G-DCT,2017
220 d 4MATIC 7G-DCT,2018
220 d 4MATIC 7G-DCT,2019
220 d 4MATIC 7G-DCT,2020
220 d 4MATIC 7G-DCT,2021
220 d 7G-DCT,2016
250 4MATIC 7G-DCT,2016
AMG 45 4MATIC,2016
2.7L EcoBoost V6 4x2 5.5 ft. SuperCrew,2015
2.7L EcoBoost V6 4x2 6.5 ft. Regular,2015
2.7L EcoBoost V6 4x2 6.5 ft. SuperCab,2015
2.7L EcoBoost V6 4x2 6.5 ft. SuperCrew,2015
2.7L EcoBoost V6 4x2 8 ft. Regular,2015
2.7L EcoBoost V6 4x2 8 ft. SuperCab,2015
2.7L EcoBoost V6 4x4 5.5 ft. SuperCrew,2015
2.7L EcoBoost V6 4x4 6.5 ft. Regular,2015
2.7L EcoBoost V6 4x4 6.5 ft. SuperCab,2015
2.7L EcoBoost V6 4x4 8 ft. Regular,2015
3.5L EcoBoost V6 4x2 5.5 ft. SuperCrew,2015
3.5L EcoBoost V6 4x2 6.5 ft. SuperCab,2015
3.5L EcoBoost V6 4x2 6.5 ft. SuperCrew,2015
3.5L EcoBoost V6 4x2 8 ft. Regular,2015
3.5L EcoBoost V6 4x2 8 ft. SuperCab,2015
3.5L EcoBoost V6 4x4 5.5 ft. SuperCrew,2015
3.5L EcoBoost V6 4x4 6.5 ft. SuperCab,2015
3.5L EcoBoost V6 4x4 6.5 ft. SuperCrew,2015
3.5L EcoBoost V6 4x4 8 ft. Regular,2015
3.5L EcoBoost V6 4x4 8 ft. SuperCab,2015
3.5L Ti-VCT V6 4x2 5.5 ft. SuperCrew,2015
3.5L Ti-VCT V6 4x2 6.5 ft. Regular,2015
3.5L Ti-VCT V6 4x2 6.5 ft. SuperCab,2015
3.5L Ti-VCT V6 4x2 8 ft. Regular,2015
3.5L TI-VCT V6 4x2 Regular 6.5ft,2015
3.5L TI-VCT V6 4x2 Regular 8ft,2015
3.5L Ti-VCT V6 4x4 5.5 ft. SuperCrew,2015
3.5L Ti-VCT V6 4x4 6.5 ft. Regular,2015
3.5L Ti-VCT V6 4x4 6.5 ft. SuperCab,2015
3.5L Ti-VCT V6 4x4 8 ft. Regular,2015
3.5L TI-VCT V6 4x4 Regular 6.5ft,2015
3.5L TI-VCT V6 4x4 Regular 8ft,2015
 3.7L V6 4V Ti-VCT 4x2 6.5ft box Regular Cab,2011
 3.7L V6 4V Ti-VCT 4x2 6.5ft box Regular Cab,2012
 3.7L V6 4V Ti-VCT 4x2 6.5ft box Regular Cab,2013
 3.7L V6 4V Ti-VCT 4x2 6.5ft box Regular Cab,2014
 3.7L V6 4V Ti-VCT 4x2 6.5ft box SuperCab,2011
 3.7L V6 4V Ti-VCT 4x2 6.5ft box SuperCab,2012
 3.7L V6 4V Ti-VCT 4x2 6.5ft box SuperCab,2013
 3.7L V6 4V Ti-VCT 4x2 6.5ft box SuperCab,2014
 3.7L V6 4V Ti-VCT 4x2 8ft box Regular Cab,2011
 3.7L V6 4V Ti-VCT 4x2 8ft box Regular Cab,2012
 3.7L V6 4V Ti-VCT 4x2 8ft box Regular Cab,2013
 3.7L V6 4V Ti-VCT 4x2 8ft box Regular Cab,2014
 3.7L V6 4V Ti-VCT 4x4 6.5ft box Regular Cab,2011
 3.7L V6 4V Ti-VCT 4x4 6.5ft box Regular Cab,2012
 3.7L V6 4V Ti-VCT 4x4 6.5ft box Regular Cab,2013
 3.7L V6 4V Ti-VCT 4x4 6.5ft box Regular Cab,2014
 3.7L V6 4V Ti-VCT 4x4 8ft box Regular Cab,2011
 3.7L V6 4V Ti-VCT 4x4 8ft box Regular Cab,2012
 3.7L V6 4V Ti-VCT 4x4 8ft box Regular Cab,2013
 3.7L V6 4V Ti-VCT 4x4 8ft box Regular Cab,2014
 4.6L V8 2V 4x2 5.5ft box SuperCab,2009
4.6L V8 2V 4x2 6.5 ft. Regular,2009
4.6L V8 2V 4x2 6.5 ft. Regular,2010
 4.6L V8 2V 4x2 6.5ft box SuperCab,2009
 4.6L V8 2V 4x2 6.5ft box SuperCab,2010
4.6L V8 2V 4x2 8 ft. Regular Cab,2009
4.6L V8 2V 4x2 8 ft. Regular Cab,2010
 4.6L V8 2V 4x4 5.5ft box SuperCab,2009
 4.6L V8 2V 4x4 6.5ft box Regular Cab,2009
 4.6L V8 2V 4x4 6.5ft box Regular Cab,2010
 4.6L V8 2V 4x4 6.5ft box SuperCab,2009
 4.6L V8 2V 4x4 6.5ft box SuperCab,2010
 4.6L V8 2V 4x4 8ft box Regular Cab,2009
 4.6L V8 2V 4x4 8ft box Regular Cab,2010
 4.6L V8 3V 4x2 5.5ft box SuperCab,2009
 4.6L V8 3V 4x2 6.5ft box SuperCab,2009
 4.6L V8 3V 4x2 6.5ft box SuperCab,2010
 4.6L V8 3V 4x2 8ft box Regular Cab,2009
 4.6L V8 3V 4x2 8ft box Regular Cab,2010
 4.6L V8 3V 4x4 5.5ft box SuperCab,2009
 4.6L V8 3V 4x4 6.5ft box Regular Cab,2009
 4.6L V8 3V 4x4 6.5ft box Regular Cab,2010
 4.6L V8 3V 4x4 6.5ft box SuperCab,2009
 4.6L V8 3V 4x4 6.5ft box SuperCab,2010
 4.6L V8 3V 4x4 8ft box Regular Cab,2009
 4.6L V8 3V 4x4 8ft box Regular Cab,2010
5.0L V8 4x2 5.5 ft. SuperCrew,2015
5.0L V8 4x2 6.5 ft. Regular,2015
5.0L V8 4x2 6.5 ft. SuperCab,2015
5.0L V8 4x2 6.5 ft. SuperCrew,2015
5.0L V8 4x2 8 ft. Regular,2015
5.0L V8 4x2 8 ft. SuperCab,2015
5.0L V8 4x4 5.5 ft. SuperCrew,2015
5.0L V8 4x4 6.5 ft. Regular,2015
5.0L V8 4x4 6.5 ft. SuperCab,2015
5.0L V8 4x4 6.5 ft. SuperCrew,2015
5.0L V8 4x4 8 ft. Regular,2015
5.0L V8 4x4 8 ft. SuperCab,2015
 5.4L V8 3V 4x2 5.5ft box SuperCab,2009
 5.4L V8 3V 4x2 6.5ft box SuperCab,2009
 5.4L V8 3V 4x2 6.5ft box SuperCab,2010
 5.4L V8 3V 4x2 8ft box LWB SuperCab,2009
 5.4L V8 3V 4x2 8ft box LWB SuperCab,2010
 5.4L V8 3V 4x2 8ft box Regular Cab,2009
 5.4L V8 3V 4x2 8ft box Regular Cab,2010
 5.4L V8 3V 4x4 5.5ft box SuperCab,2009
 5.4L V8 3V 4x4 6.5ft box Regular Cab,2009
 5.4L V8 3V 4x4 6.5ft box Regular Cab,2010
 5.4L V8 3V 4x4 6.5ft box SuperCab,2009
