znamka,model,generacija,verzija,prvo leto proizvodnje,gorivo,poravnava motorja,prostornina motorja,moč motorja,prisilno polnenje motorja,pospesevanje,max hitrost,navor,emisije,poraba
Alfa Romeo,156,156,2.4 JTD 20v,2003.0,Diesel,,2387.0,175.0,,8.6,225.0,385.0,178.0,6.7

Alfa Romeo,156,156,2.4 JTD,1997.0,Diesel,,2387.0,136.0,,9.5,203.0,310.0,179.0,6.7

Alfa Romeo,156,156,2.5 V6,2002.0,Petrol,,2492.0,192.0,,7.3,230.0,218.0,,11.8

Alfa Romeo,156,156,GTA,2002.0,Petrol,,3179.0,250.0,,6.3,250.0,300.0,287.0,12.1

Alfa Romeo,159,,1.8 TBi 200HP Sport Plus,2010.0,Petrol,,1742.0,200.0,,7.7,235.0,320.0,189.0,8.1

Alfa Romeo,159,,1.8,2005.0,Petrol,,1796.0,140.0,,10.2,206.0,175.0,181.0,7.7

Alfa Romeo,159,,1.9 JTDm 120HP Sport ECO,2010.0,Diesel,,1910.0,120.0,,10.7,197.0,280.0,138.0,5.2

Alfa Romeo,159,,1.9 JTDm 120HP Sport Plus ECO,2010.0,Diesel,,1910.0,120.0,,10.7,197.0,280.0,138.0,5.2

Alfa Romeo,159,,1.9 JTDm 16v,2005.0,Diesel,,1910.0,150.0,,9.4,210.0,320.0,159.0,6.0

Alfa Romeo,159,,1.9 JTDm 8v,2005.0,Diesel,,1910.0,120.0,,11.0,191.0,280.0,157.0,5.9

Alfa Romeo,159,,1.9 JTS,2005.0,Petrol,,1859.0,160.0,,9.7,212.0,190.0,205.0,8.7

Alfa Romeo,159,,2.0 JTDm 170HP Sport Plus ECO,2010.0,Diesel,,1956.0,170.0,,8.8,218.0,360.0,136.0,5.1

Alfa Romeo,159,,2.0 JTDm 170HP Sport Plus,2010.0,Diesel,,1956.0,170.0,,8.8,218.0,360.0,142.0,5.4

Alfa Romeo,159,,2.2 JTS,2005.0,Petrol,,2198.0,185.0,,8.8,222.0,230.0,221.0,9.4

Alfa Romeo,159,,2.4 JTDm,2005.0,Diesel,,2387.0,200.0,,8.4,228.0,400.0,179.0,6.8

Alfa Romeo,159,,3.2 V6 JTS Q4,2005.0,Petrol,,3195.0,260.0,,7.0,240.0,322.0,270.0,11.5

Alfa Romeo,159,,SW 1.8 TBi 200HP Sport Plus,2010.0,Petrol,,1742.0,200.0,,7.9,233.0,320.0,194.0,8.3

Alfa Romeo,159,,SW 1.9 JTDm 120HP Sport ECO,2010.0,Diesel,,1910.0,120.0,,10.9,196.0,280.0,140.0,5.3

Alfa Romeo,159,,SW 1.9 JTDm 120HP Sport Plus ECO,2010.0,Diesel,,1910.0,120.0,,10.9,196.0,280.0,140.0,5.3

Alfa Romeo,159,,SW 2.0 JTDm 170HP Sport Plus ECO,2010.0,Diesel,,1956.0,170.0,,9.0,216.0,360.0,139.0,5.2

Alfa Romeo,159,,SW 2.0 JTDm 170HP Sport Plus,2010.0,Diesel,,1956.0,170.0,,9.0,216.0,360.0,145.0,5.5

Renault,16,,L,1976.0,Petrol,,1565.0,56.0,,,,,,

Renault,16,,TL,1977.0,Petrol,,1647.0,66.0,,,150.0,,,

Renault,16,,TS,1968.0,Petrol,,1565.0,85.0,,,,,,

Renault,16,,TX,1976.0,Petrol,,1647.0,94.0,,,,,,

Volvo,140 - 164,164,Volvo 164,1972.0,Petrol,,2978.0,147.0,,,177.0,,,

Volvo,140 - 164,164,E,1972.0,Petrol,,2978.0,177.0,,,188.0,,,

Ferrari,166,,Abarth,1953.0,Petrol,,1995.0,142.0,,,240.0,,,

Ferrari,166,,Inter,1948.0,Petrol,,1995.0,90.0,,,150.0,,,

Ferrari,166,,MM,1948.0,Petrol,,1995.0,140.0,,,220.0,,,

Renault,17,,Gordini,1975.0,Petrol,,1606.0,108.0,,,180.0,,,

Renault,17,,TL,1971.0,Petrol,,1565.0,90.0,,,170.0,,,

Renault,17,,TS Automatic,1977.0,Petrol,,1647.0,98.0,,,165.0,,,

Renault,17,,TS,1974.0,Petrol,,1647.0,98.0,,,170.0,,,

Alfa Romeo,1750 Berlina,,Alfa Romeo 1750 Berlina,1969.0,Petrol,,1779.0,124.0,,,180.0,,,

Alfa Romeo,1750 GTV,,Alfa Romeo 1750 GTV,1967.0,Petrol,,1779.0,124.0,,,190.0,,,

Renault,18,,1.4 TL/GTL,1978.0,Petrol,,1397.0,64.0,,16.7,152.0,102.0,,7.5

Renault,18,,1.4 TL,1983.0,Petrol,,1397.0,64.0,,,156.0,101.0,,7.1

Renault,18,,1.6 GTL,1981.0,Petrol,,1647.0,73.0,,14.4,155.0,128.0,,7.3

Renault,18,,1.6 TS/GTS,1980.0,Petrol,,1647.0,96.0,,,160.0,130.0,,8.4

Renault,18,,1.6,1978.0,Petrol,,1647.0,79.0,,,155.0,120.0,,9.3

Renault,18,,2.0 Automatic,1983.0,Petrol,,1995.0,104.0,,,184.0,157.0,,9.2

Renault,18,,2.0 GTX Type 2,1980.0,Petrol,,1995.0,110.0,,,185.0,163.0,,5.8

Renault,18,,2.0 TX/GTX,1983.0,Petrol,,1995.0,104.0,,11.6,185.0,157.0,,8.1

Renault,18,,TD/GTD,1984.0,Diesel,,2068.0,67.0,,,160.0,124.0,,6.2

Renault,18,,TL Break,1978.0,Petrol,,1397.0,65.0,,,,,,

Renault,18,,TS Break 5-Speed,1978.0,Petrol,,1647.0,80.0,,,,123.0,,

Renault,18,,TS Break,1978.0,Petrol,,1647.0,80.0,,,,123.0,,

Renault,18,,Turbo-D Type 2,1981.0,Diesel,,2068.0,88.0,,,175.0,181.0,,4.8

Renault,18,,Turbo Type 2,1983.0,Petrol,,1565.0,125.0,,10.0,195.0,181.0,,5.5

Renault,18,,Turbo,1980.0,Petrol,,1565.0,110.0,,10.0,185.0,181.0,,8.2

Renault,19,19 Cabriolet,1.8 16v,1992.0,Petrol,,1764.0,137.0,,9.4,208.0,158.0,,8.4

Renault,19,19 Cabriolet,1.8 RSi,1995.0,Petrol,,1794.0,110.0,,10.9,192.0,150.0,,8.5

Renault,19,19 Cabriolet,1.8,1992.0,Petrol,,1794.0,95.0,,11.9,178.0,142.0,,8.3

Renault,19,19 Chamade,1.4 TR/GTR,1989.0,Petrol,,1390.0,60.0,,14.8,162.0,101.0,,6.9

Renault,19,19 Chamade,1.4 TS/GTS Energy,1989.0,Petrol,,1390.0,80.0,,12.2,173.0,106.0,,6.5

Renault,19,19 Chamade,1.7 GTX/TXE,1989.0,Petrol,,1721.0,95.0,,10.7,185.0,140.0,,7.7

Renault,19,19 Chamade,1.7 TS/GTS,1989.0,Petrol,,1721.0,75.0,,12.3,171.0,127.0,,7.4

Renault,19,19 Chamade,16v,1990.0,Petrol,,1764.0,137.0,,8.5,212.0,158.0,,8.2

Renault,19,19 Chamade,TD/GTD,1989.0,Diesel,,1870.0,65.0,,15.7,161.0,118.0,,6.0

Renault,19,19 Chamade,Turbo D,1991.0,Diesel,,1870.0,92.0,,11.3,183.0,175.0,,5.9

Alfa Romeo,1900,1900 Berlina,Alfa Romeo 1900 Berlina,1950.0,Petrol,,1884.0,91.0,,,150.0,,,

Alfa Romeo,1900,1900 Berlina,Super,1954.0,Petrol,,1975.0,91.0,,,160.0,,,

Alfa Romeo,1900M,,AR 51 La Matta,1952.0,Petrol,,1884.0,65.0,,,105.0,,,

Ferrari,195,,Inter,1950.0,Petrol,,2341.0,130.0,,,180.0,,,

Ferrari,195,,Sport,1950.0,Petrol,,2341.0,170.0,,,,,,

Mazda,2,2 (DY),1.25,2002.0,Petrol,,1242.0,75.0,,15.1,163.0,110.0,150.0,6.3

Mazda,2,2 (DY),1.4 CRTD,2002.0,Diesel,,1399.0,68.0,,15.0,160.0,160.0,124.0,4.7

Mazda,2,2 (DY),1.4,2003.0,Petrol,,1388.0,80.0,,13.9,164.0,124.0,154.0,6.5

Mazda,2,2 (DY),1.6,2002.0,Petrol,,1596.0,101.0,,11.4,181.0,146.0,159.0,6.7

Mazda,2,2 (DJ),1.5 SKYACTIV-D 105HP Luxury,2015.0,Diesel,,1499.0,105.0,,10.1,178.0,220.0,89.0,3.4

Mazda,2,2 (DJ),1.5 SKYACTIV-D 105HP Style+ Confort,2015.0,Diesel,,1499.0,105.0,,10.1,178.0,220.0,89.0,3.4

Mazda,2,2 (DJ),1.5 SKYACTIV-D 105HP Style+,2015.0,Diesel,,1499.0,105.0,,10.1,178.0,220.0,89.0,3.4

Mazda,2,2 (DJ),1.5 SKYACTIV-G 75HP Style+ Confort,2015.0,Petrol,,1496.0,75.0,,12.1,171.0,135.0,110.0,4.7

Mazda,2,2 (DJ),1.5 SKYACTIV-G 75HP Style+,2015.0,Petrol,,1496.0,75.0,,12.1,171.0,135.0,110.0,4.7

Mazda,2,2 (DJ),1.5 SKYACTIV-G 75HP Style,2015.0,Petrol,,1496.0,75.0,,12.1,171.0,135.0,110.0,4.7

Mazda,2,2 (DJ),1.5 SKYACTIV-G 90HP Auto Luxury,2015.0,Petrol,,1496.0,90.0,,12.0,177.0,148.0,112.0,4.8

Mazda,2,2 (DJ),1.5 SKYACTIV-G 90HP Luxury,2015.0,Petrol,,1496.0,90.0,,9.4,183.0,148.0,105.0,4.5

Mazda,2,2 (DJ),1.5 SKYACTIV-G 90HP Style+ Confort,2015.0,Petrol,,1496.0,90.0,,9.4,183.0,148.0,105.0,4.5

Mazda,2,2 (DE),3-doors Active 1.3 75HP,2010.0,Petrol,,1349.0,75.0,,14.0,168.0,121.0,125.0,5.2

Mazda,2,2 (DE),3-doors Sportive 1.5 103HP,2010.0,Petrol,,1498.0,103.0,,10.4,188.0,137.0,135.0,5.7

Mazda,2,2 (DE),3-doors Sportive 1.6 CRTD 90HP,2010.0,Diesel,,1560.0,90.0,,11.4,173.0,205.0,112.0,4.2

Mazda,2,2 (DE),3-doors Style 1.3 86HP,2010.0,Petrol,,1349.0,86.0,,12.9,172.0,122.0,125.0,5.2

Mazda,2,2 (DE),3-doors Style 1.4 CRTD 68HP,2010.0,Diesel,,1399.0,68.0,,15.5,162.0,160.0,107.0,4.1

Mazda,2,2 (DE),3-doors Style 1.6 CRTD 90HP,2010.0,Diesel,,1560.0,90.0,,11.4,173.0,205.0,112.0,4.2

Mazda,2,2 (DE),5-doors Active 1.3 75HP,2010.0,Petrol,,1349.0,75.0,,14.0,168.0,121.0,125.0,5.2

Mazda,2,2 (DE),5-doors Sportive 1.5 103HP,2010.0,Petrol,,1498.0,103.0,,10.4,188.0,137.0,135.0,5.7

Mazda,2,2 (DE),5-doors Sportive 1.6 CRTD 90HP,2010.0,Diesel,,1560.0,90.0,,11.4,173.0,205.0,112.0,4.2

Mazda,2,2 (DE),5-doors Style 1.3 86HP,2010.0,Petrol,,1349.0,86.0,,12.9,172.0,122.0,125.0,5.2

Mazda,2,2 (DE),5-doors Style 1.4 CRTD 68HP,2010.0,Diesel,,1399.0,68.0,,15.5,162.0,160.0,107.0,4.1

Mazda,2,2 (DE),5-doors Style 1.6 CRTD 90HP,2010.0,Diesel,,1560.0,90.0,,11.4,173.0,205.0,112.0,4.2

Mazda,2,2 (DE),Iruka 1.3 75HP,2014.0,Petrol,,1349.0,75.0,,14.9,168.0,119.0,115.0,5.0

Mazda,2,2 (DE),Sakura 1.3 75HP,2014.0,Petrol,,1349.0,75.0,,14.9,168.0,119.0,115.0,5.0

Mazda,2,2 (DJ),SKYACTIV-D 1.5 105HP,2014.0,Diesel,,1499.0,105.0,,10.1,178.0,220.0,89.0,3.4

Mazda,2,2 (DJ),SKYACTIV-G 1.5 115HP i-ELOOP,2014.0,Petrol,,1496.0,116.0,,8.7,200.0,148.0,115.0,4.9

Mazda,2,2 (DJ),SKYACTIV-G 1.5 90HP Auto,2014.0,Petrol,,1496.0,90.0,,12.0,177.0,148.0,112.0,4.8

Mazda,2,2 (DJ),SKYACTIV-G 1.5 90HP,2014.0,Petrol,,1496.0,90.0,,9.4,183.0,148.0,105.0,4.5

Mazda,2,2 (MY20),SkyActiv-G 75,2021.0,Petrol,,1496.0,75.0,,11.3,171.0,143.0,109.0,

Mazda,2,2 (MY20),SkyActiv-G 90 Auto,2021.0,Petrol,,1496.0,90.0,,12.1,177.0,151.0,122.0,

Mazda,2,2 (MY20),SkyActiv-G 90,2021.0,Petrol,,1496.0,90.0,,9.8,183.0,151.0,109.0,

Maserati,2.24v,,Maserati 2.24v,1988.0,Petrol,,1996.0,245.0,,5.9,230.0,296.0,,

Renault,20,,1.6 TL,1977.0,Petrol,,1647.0,96.0,,,161.0,131.0,,9.3

Renault,20,,2.0 LS/TS,1977.0,Petrol,,1995.0,104.0,,13.2,170.0,161.0,,9.4

Renault,20,,2.2 TX,1980.0,Petrol,,2165.0,115.0,,11.6,178.0,177.0,,9.7

Renault,20,,TD/GTD,1980.0,Diesel,,2068.0,64.0,,20.6,146.0,124.0,,7.9

Audi,200,200 (type 44),2.2 l,1984.0,Petrol,,2225.0,138.0,,,200.0,194.0,,

Audi,200,200 (type 44),2.2l Turbo Quattro 20v,1989.0,Petrol,,2226.0,220.0,,6.6,242.0,309.0,,10.5

Audi,200,200 (type 44),2.2l Turbo Quattro,1989.0,Petrol,,2226.0,200.0,,7.5,231.0,270.0,,10.8

Audi,200,200 (type 44),2.2l Turbo,1989.0,Petrol,,2226.0,200.0,,7.5,231.0,270.0,,9.7

Chrysler,200,200,2.4 LX,2010.0,Petrol,,2360.0,175.0,,,,,,

Chrysler,200,200,2.4 Touring,2010.0,Petrol,,2360.0,175.0,,,,,,

Chrysler,200,200,3.6 Touring,2010.0,Petrol,,3605.0,287.0,,,,,,

Audi,200,200 (type 43),5/E,1980.0,Petrol,,2144.0,136.0,,10.6,188.0,185.0,,11.0

Audi,200,200 (type 43),5/T,1980.0,Petrol,,2144.0,170.0,,8.6,202.0,265.0,,11.3

Rover,200 Cabriolet,,214,1992.0,Petrol,,1396.0,103.0,,10.1,175.0,127.0,,7.1

Rover,200 Cabriolet,,216,1993.0,Petrol,,1590.0,122.0,,8.9,193.0,138.0,,8.5

Rover,200 I,,1.3,1985.0,Petrol,,1342.0,71.0,,11.7,154.0,105.0,,6.7

Rover,200 I,,1.6 EFi,1985.0,Petrol,,1598.0,102.0,,10.3,174.0,138.0,,6.7

Rover,200 I,,1.6,1985.0,Petrol,,1598.0,86.0,,10.9,164.0,132.0,,6.9

Rover,200 II,,214 Si,1993.0,Petrol,,1396.0,103.0,,10.1,175.0,127.0,,7.1

Rover,200 II,,214i,1993.0,Petrol,,1396.0,75.0,,12.2,165.0,117.0,,6.6

Rover,200 II,,216 GSi,1990.0,Petrol,,1590.0,112.0,,9.5,190.0,138.0,,8.6

Rover,200 II,,218 GSD Turbo,1991.0,Diesel,,1769.0,88.0,,12.5,170.0,180.0,,5.9

Rover,200 II 3 door,,214 Si,1993.0,Petrol,,1396.0,103.0,,10.1,175.0,127.0,,7.2

Rover,200 II 3 door,,214i,1993.0,Petrol,,1396.0,75.0,,12.2,165.0,117.0,,6.6

Rover,200 II 3 door,,216 GTi,1991.0,Petrol,,1590.0,122.0,,9.5,196.0,140.0,,8.3

Rover,200 II 3 door,,220 GSi,1994.0,Petrol,,1994.0,136.0,,8.2,204.0,185.0,,8.2

Rover,200 II 3 door,,220 GTI,1992.0,Petrol,,1994.0,136.0,,8.2,204.0,185.0,,8.2

Rover,200 II Coupe,,216,1993.0,Petrol,,1590.0,122.0,,9.6,195.0,140.0,,8.3

Rover,200 II Coupe,,220 Turbo,1993.0,Petrol,,1994.0,200.0,,6.6,234.0,237.0,,8.4

Rover,200 II Coupe,,220,1994.0,Petrol,,1994.0,136.0,,8.8,205.0,185.0,,8.3

Rover,200 III,,200 BRM,1998.0,Petrol,,1796.0,145.0,,8.3,205.0,174.0,177.0,7.4

Rover,200 III,,200Vi,1996.0,Petrol,,1796.0,144.0,,8.0,205.0,174.0,179.0,7.5

Rover,200 III,,214 Si,1996.0,Petrol,,1396.0,103.0,,10.7,185.0,127.0,170.0,7.1

Rover,200 III,,214i,1996.0,Petrol,,1396.0,75.0,,13.3,165.0,117.0,158.0,6.8

Rover,200 III,,216,1999.0,Petrol,,1589.0,112.0,,9.9,190.0,145.0,172.0,7.2

Rover,200 III,,220 D,1996.0,Diesel,,1994.0,86.0,,12.9,170.0,170.0,,5.7

Rover,200 III,,220 TD,1998.0,Diesel,,1994.0,105.0,,10.4,185.0,210.0,,5.6

Nissan,200SX / Silvia,200 SX S13,1.8 Turbo,1989.0,Petrol,,1809.0,171.0,,7.3,225.0,224.0,,8.5

Nissan,200SX / Silvia,200 SX S14,2.0 Turbo,1994.0,Petrol,,1998.0,200.0,,7.5,235.0,265.0,,8.8

Nissan,200SX / Silvia,200 SX S15,2.0 Turbo,1999.0,Petrol,,1998.0,200.0,,7.5,235.0,265.0,220.0,8.8

Alfa Romeo,2000,2000 (Tipo 102),Berlina,1958.0,Petrol,,1975.0,106.0,,,161.0,,,

Alfa Romeo,2000,2000 Berlina,Alfa Romeo 2000 Berlina,1970.0,Petrol,,1962.0,133.0,,,185.0,,,

BMW,2000,,SA,1970.0,Petrol,,1991.0,101.0,,,177.0,,,

Alfa Romeo,2000,2000 Sportiva Coupe,Alfa Romeo 2000 Sportiva Coupe,1954.0,Petrol,,1997.0,140.0,,,220.0,,,

BMW,2000 TI Coupe,,BMW 2000 TI Coupe,1968.0,Petrol,,1991.0,120.0,,,,,,

BMW,2004,,BMW 2004,1973.0,Petrol,,1991.0,98.0,,,,,,

Peugeot,2008,2008,1.2 e-VTi 82 CMP Blue Lion Allure,2013.0,Petrol,,1199.0,82.0,,15.9,171.0,118.0,99.0,4.8

Peugeot,2008,2008 II,1.2 PureTech 100,2019.0,Petrol,,1199.0,102.0,,12.0,183.0,205.0,105.0,4.6

Peugeot,2008,2008,1.2 PureTech 110 Active,2015.0,Petrol,,1199.0,110.0,,9.9,190.0,205.0,108.0,4.7

Peugeot,2008,2008,1.2 PureTech 110 Allure,2015.0,Petrol,,1199.0,110.0,,9.9,190.0,205.0,108.0,4.7

Peugeot,2008,2008,1.2 PureTech 110 Crossway,2015.0,Petrol,,1199.0,110.0,,9.9,190.0,205.0,108.0,4.7

Peugeot,2008,2008,1.2 PureTech 110 Style,2016.0,Petrol,,1199.0,110.0,,9.9,190.0,205.0,108.0,4.7

Peugeot,2008,2008,1.2 PureTech 130 Allure,2015.0,Petrol,,1199.0,131.0,,9.3,200.0,230.0,108.0,4.8

Peugeot,2008,2008 II,1.2 PureTech 130 Auto,2019.0,Petrol,,1199.0,130.0,,9.9,199.0,230.0,109.0,4.8

Peugeot,2008,2008,1.2 PureTech 130 Crossway,2015.0,Petrol,,1199.0,131.0,,9.3,200.0,230.0,108.0,4.8

Peugeot,2008,2008 II,1.2 PureTech 130,2019.0,Petrol,,1199.0,130.0,,9.7,202.0,230.0,103.0,4.5

Peugeot,2008,2008,1.2 PureTech 82 Access,2015.0,Petrol,,1199.0,82.0,,13.5,169.0,118.0,114.0,4.9

Peugeot,2008,2008,1.2 PureTech 82 Active,2015.0,Petrol,,1199.0,82.0,,13.5,169.0,118.0,114.0,4.9

Peugeot,2008,2008,1.2 PureTech 82 ETG5 Active,2015.0,Petrol,,1199.0,82.0,,15.9,171.0,118.0,99.0,4.8

Peugeot,2008,2008,1.2 PureTech 82 Style,2016.0,Petrol,,1199.0,82.0,,13.5,169.0,118.0,114.0,4.9

Peugeot,2008,2008,1.2 VTi 82 Access,2013.0,Petrol,,1199.0,82.0,,13.5,169.0,118.0,114.0,4.9

Peugeot,2008,2008,1.2 VTi 82 Active,2013.0,Petrol,,1199.0,82.0,,13.5,169.0,118.0,114.0,4.9

Peugeot,2008,2008,1.2 VTi 82 Allure,2013.0,Petrol,,1199.0,82.0,,13.5,169.0,118.0,114.0,4.9

Peugeot,2008,2008,1.4 HDi 68 Active,2013.0,Diesel,,1399.0,68.0,,14.9,159.0,160.0,104.0,4.0

Peugeot,2008,2008 II,1.5 BlueHDI 100 Auto,2019.0,Diesel,,1499.0,100.0,,11.8,185.0,250.0,96.0,3.6

Peugeot,2008,2008 II,1.5 BlueHDI 100,2019.0,Diesel,,1499.0,100.0,,11.8,185.0,250.0,96.0,3.6

Peugeot,2008,2008 II,1.5 BlueHDi 110,2021.0,Diesel,,1499.0,110.0,,9.5,201.0,250.0,114.0,

Peugeot,2008,2008 II,1.5 BlueHDi 130,2021.0,Diesel,,1499.0,130.0,,9.3,195.0,300.0,125.0,3.8

Peugeot,2008,2008,1.6 BlueHDi 100 Active,2015.0,Diesel,,1560.0,99.0,,11.3,180.0,254.0,95.0,3.6

Peugeot,2008,2008,1.6 BlueHDi 100 Allure,2015.0,Diesel,,1560.0,99.0,,11.3,180.0,254.0,95.0,3.6

Peugeot,2008,2008,1.6 BlueHDi 100 Crossway,2015.0,Diesel,,1560.0,99.0,,11.3,180.0,254.0,95.0,3.6

Peugeot,2008,2008,1.6 BlueHDi 100 Style,2016.0,Diesel,,1560.0,99.0,,11.3,180.0,254.0,95.0,3.6

Peugeot,2008,2008,1.6 BlueHDi 120 Allure,2015.0,Diesel,,1560.0,120.0,,9.6,192.0,300.0,96.0,3.7

Peugeot,2008,2008,1.6 BlueHDi 120 Crossway,2015.0,Diesel,,1560.0,120.0,,9.6,192.0,300.0,96.0,3.7

Peugeot,2008,2008,1.6 e-HDi 115 Allure,2013.0,Diesel,,1560.0,114.0,,10.4,188.0,270.0,105.0,4.0

Peugeot,2008,2008,1.6 e-HDi 115 Feline Cuivre,2013.0,Diesel,,1560.0,114.0,,10.4,188.0,270.0,105.0,4.0

Peugeot,2008,2008,1.6 e-HDi 115 Feline Titane,2013.0,Diesel,,1560.0,114.0,,10.4,188.0,270.0,105.0,4.0

Peugeot,2008,2008,1.6 e-HDi 92 Active,2013.0,Diesel,,1560.0,92.0,,11.5,181.0,230.0,103.0,4.0

Peugeot,2008,2008,1.6 e-HDi 92 Allure,2013.0,Diesel,,1560.0,92.0,,11.5,181.0,230.0,103.0,4.0

Peugeot,2008,2008,1.6 e-HDi 92 CMP Active,2013.0,Diesel,,1560.0,92.0,,13.3,180.0,230.0,98.0,3.8

Peugeot,2008,2008,1.6 e-HDi 92 CMP Blue Lion Allure,2013.0,Diesel,,1560.0,92.0,,11.5,181.0,230.0,98.0,4.0

Peugeot,2008,2008,1.6 e-HDi 92 ETG6 Active,2013.0,Diesel,,1560.0,92.0,,13.3,180.0,230.0,98.0,3.8

Peugeot,2008,2008,1.6 e-HDi 92 Feline Cuivre,2013.0,Diesel,,1560.0,92.0,,11.5,181.0,230.0,103.0,4.0

Peugeot,2008,2008,1.6 e-HDi 92 Feline Titane,2013.0,Diesel,,1560.0,92.0,,11.5,181.0,230.0,103.0,4.0

Peugeot,2008,2008,1.6 VTi 120 Allure,2013.0,Petrol,,1598.0,120.0,,9.5,196.0,160.0,135.0,5.9

Peugeot,2008,2008,1.6 VTi 120 Feline Titane,2013.0,Petrol,,1598.0,120.0,,9.5,196.0,160.0,135.0,5.9

Peugeot,2008,2008 II,e-2008 EV 50kWh 136 Active,2019.0,Electric,,,136.0,,8.5,150.0,260.0,,

Peugeot,2008,2008 II,e-2008 EV 50kWh 136 Allure,2019.0,Electric,,,136.0,,8.5,150.0,260.0,,

Peugeot,2008,2008 II,e-2008 GT EV 50kWh 136,2019.0,Electric,,,136.0,,8.5,150.0,260.0,,

Peugeot,2008,2008 II,GT 1.2 PureTech 155,2019.0,Petrol,,1199.0,155.0,,8.9,206.0,240.0,113.0,5.0

Peugeot,205,205,1.0 GL,1987.0,Petrol,,954.0,45.0,,18.8,143.0,73.0,,5.9

Peugeot,205,205,1.1 GL - GR - XR,1983.0,Petrol,,1124.0,50.0,,17.0,142.0,85.0,,4.3

Peugeot,205,205,1.1 XR - GR,1987.0,Petrol,,1124.0,54.0,,14.6,154.0,88.0,,5.9

Peugeot,205,205,1.1i GL - XR - GR,1994.0,Petrol,,1124.0,60.0,,13.9,164.0,88.0,,6.5

Peugeot,205,205,1.1i XR - GR,1989.0,Petrol,,1124.0,60.0,,13.9,164.0,88.0,,6.5

Peugeot,205,205,1.4 SR,1983.0,Petrol,,1360.0,60.0,,,154.0,107.0,,4.6

Peugeot,205,205,1.4 XR - GR,1989.0,Petrol,,1360.0,75.0,,10.6,175.0,109.0,,7.0

Peugeot,205,205,1.4i XR - GR - XS,1994.0,Petrol,,1360.0,75.0,,10.6,175.0,109.0,,7.0

Peugeot,205,205,1.6 GTI 105,1984.0,Petrol,,1580.0,105.0,,9.5,190.0,134.0,,7.2

Peugeot,205,205,1.6i Auto,1991.0,Petrol,,1580.0,90.0,,14.0,167.0,128.0,,7.8

Peugeot,205,205,1.6i XR - GR - XS,1992.0,Petrol,,1580.0,90.0,,14.0,167.0,128.0,,7.8

Peugeot,205,205,1.8 D GR - SR,1992.0,Diesel,,1769.0,60.0,,15.1,156.0,110.0,,4.8

Peugeot,205,205 Cabrio,1.1i,1989.0,Petrol,,1124.0,60.0,,14.6,160.0,88.0,,6.5

Peugeot,205,205 Cabrio,1.4 CJ,1987.0,Petrol,,1360.0,80.0,,12.4,166.0,109.0,,7.5

Peugeot,205,205 Cabrio,1.4i CJ,1993.0,Petrol,,1360.0,75.0,,11.4,171.0,111.0,,7.2

Peugeot,205,205 Cabrio,1.6 CTI,1987.0,Petrol,,1580.0,105.0,,10.1,185.0,132.0,,7.5

Peugeot,205,205 Cabrio,1.9 CTI,1990.0,Petrol,,1905.0,105.0,,10.6,185.0,142.0,,8.7

Peugeot,205,205,GRD - SRD - (GLD),1983.0,Diesel,,1768.0,60.0,,15.1,155.0,108.0,,3.9

Peugeot,205,205,GT,1983.0,Petrol,,1360.0,80.0,,,170.0,110.0,,5.2

Peugeot,205,205,GTI 1.9 Cat.,1990.0,Petrol,,1905.0,122.0,,8.5,202.0,150.0,,8.1

Peugeot,205,205,GTI 1.9,1986.0,Petrol,,1905.0,130.0,,7.8,206.0,161.0,,7.8

Peugeot,205,205,Rallye,1988.0,Petrol,,1294.0,103.0,,9.4,190.0,118.0,,7.6

Peugeot,205,205,Turbo 16,1984.0,Petrol,,1775.0,200.0,,,210.0,255.0,,

Peugeot,205,205,Turbo D,1992.0,Diesel,,1769.0,78.0,,12.2,175.0,157.0,,6.0

Peugeot,206,206+,3doors 1.1i 60,2010.0,Petrol,,1124.0,60.0,,16.1,155.0,94.0,135.0,5.7

Peugeot,206,206+,3doors 1.4 HDi 70,2010.0,Diesel,,1399.0,68.0,,13.8,166.0,160.0,110.0,4.2

Peugeot,206,206+,3doors 1.4i 75,2010.0,Petrol,,1361.0,75.0,,13.1,170.0,120.0,149.0,6.3

Peugeot,206,206+,3doors Generation 1.1i 60,2012.0,Petrol,,1124.0,60.0,,15.2,154.0,94.0,133.0,5.8

Peugeot,206,206+,3doors Generation 1.4 HDi 70,2012.0,Diesel,,1399.0,68.0,,13.8,166.0,160.0,104.0,4.0

Peugeot,206,206+,3doors Generation 1.4i 75,2012.0,Petrol,,1361.0,73.0,,13.7,166.0,118.0,139.0,6.0

Peugeot,206,206+,5doors 1.1i 60,2010.0,Petrol,,1124.0,60.0,,16.1,155.0,94.0,135.0,5.7

Peugeot,206,206+,5doors 1.4 HDi 70,2010.0,Diesel,,1399.0,68.0,,13.8,166.0,160.0,110.0,4.2

